key,text,tag,file,type,protected_text,translated
VBE_MakeGoJuiceStock.label,make go-juice stock,label,RecipeDef/RecipeDef.xml,def,make go-juice stock,制作果汁高汤
VBE_MakeGoJuiceStock.description,"Make a gelatinized cube of Go-Juice, able to be digested rather than injected. While it can be used in any meal, it is often melted into soups or used as a thickening agent in cocktails.",description,RecipeDef/RecipeDef.xml,def,"Make a gelatinized cube of Go-Juice, able to be digested rather than injected. While it can be used in any meal, it is often melted into soups or used as a thickening agent in cocktails.",制作一块糊化的 Go-Juice 立方体，可以消化而不是注射。虽然它可以用于任何餐食，但它经常被融化到汤中或用作鸡尾酒中的增稠剂。
VBE_MakeGoJuiceStock.jobString,Making go-juice stock.,jobString,RecipeDef/RecipeDef.xml,def,Making go-juice stock.,制作果汁高汤。
VBE_MakeWakeUpPowder.label,make wake-up powder,label,RecipeDef/RecipeDef.xml,def,make wake-up powder,制作唤醒粉
VBE_MakeWakeUpPowder.description,"Make a crushed and powdered form of wake-up, surprisingly sweet and sometimes used as a replacement for sugar in desserts or dissolved into a morning espresso.",description,RecipeDef/RecipeDef.xml,def,"Make a crushed and powdered form of wake-up, surprisingly sweet and sometimes used as a replacement for sugar in desserts or dissolved into a morning espresso.",制成压碎的粉末状醒酒剂，甜度惊人，有时用作甜点中糖的替代品或溶解在早晨的浓缩咖啡中。
VBE_MakeWakeUpPowder.jobString,Making wake-up powder.,jobString,RecipeDef/RecipeDef.xml,def,Making wake-up powder.,制作醒神粉。
VBE_MakeSodaSyrupBulk.label,make soda syrup (efficient),label,RecipeDef/RecipeDef.xml,def,make soda syrup (efficient),制作苏打糖浆（高效）
VBE_MakeSodaSyrupBulk.description,Make soda syrup by mixing natural fruit juice with sugar. This recipe is much more efficient.,description,RecipeDef/RecipeDef.xml,def,Make soda syrup by mixing natural fruit juice with sugar. This recipe is much more efficient.,将天然果汁与糖混合制成苏打糖浆。这个食谱更有效。
VBE_MakeSodaSyrupBulk.jobString,Making soda syrup.,jobString,RecipeDef/RecipeDef.xml,def,Making soda syrup.,制作苏打糖浆。
VBE_MakeWhiskeyMashFromFlour.label,make whiskey mash from flour,label,RecipeDef/RecipeDef.xml,def,make whiskey mash from flour,用面粉制作威士忌泥
VBE_MakeWhiskeyMashFromFlour.description,Make a starchy and mostly liquid mixture with pulpy chunks strewn throughout. Ready To be aged.,description,RecipeDef/RecipeDef.xml,def,Make a starchy and mostly liquid mixture with pulpy chunks strewn throughout. Ready To be aged.,制作淀粉质且大部分为液体的混合物，并撒上果肉块。准备好变老了。
VBE_MakeWhiskeyMashFromFlour.jobString,Making whiskey mash.,jobString,RecipeDef/RecipeDef.xml,def,Making whiskey mash.,制作威士忌泥。
VBE_LuciferiumPowder.label,luciferium powder,label,ThingDef/ThingDef.xml,def,luciferium powder,荧光素粉
VBE_LuciferiumPowder.description,A very finely blended powder made from luciferium. Usually put around rims of alcoholic drinks in bars frequented by the wealthy and powerful. Provides a very diluted version of the drug without risk of addictions.,description,ThingDef/ThingDef.xml,def,A very finely blended powder made from luciferium. Usually put around rims of alcoholic drinks in bars frequented by the wealthy and powerful. Provides a very diluted version of the drug without risk of addictions.,由荧光素制成的非常精细混合的粉末。通常在富人和权贵经常光顾的酒吧里放置在酒精饮料的边缘。提供非常稀释的药物版本，没有成瘾风险。
VBE_WakeUpPowder.label,wake-up powder,label,ThingDef/ThingDef.xml,def,wake-up powder,唤醒粉
VBE_WakeUpPowder.description,"A crushed and powdered form of wake-up, surprisingly sweet and sometimes used as a replacement for sugar in desserts or dissolved into a morning espresso. Provides a very diluted version of the drug without risk of addictions.",description,ThingDef/ThingDef.xml,def,"A crushed and powdered form of wake-up, surprisingly sweet and sometimes used as a replacement for sugar in desserts or dissolved into a morning espresso. Provides a very diluted version of the drug without risk of addictions.",一种压碎的粉末形式的提神剂，出奇的甜，有时用作甜点中糖的替代品或溶解在早晨的浓缩咖啡中。提供非常稀释的药物版本，没有成瘾风险。
VBE_GoJuiceStock.label,go-juice stock,label,ThingDef/ThingDef.xml,def,go-juice stock,果汁高汤
VBE_GoJuiceStock.description,"A gelatinized cube of Go-Juice, able to be digested rather than injected. While it can be used in any meal, it is often melted into soups or used as a thickening agent in cocktails. Provides a very diluted version of the drug without risk of addictions.",description,ThingDef/ThingDef.xml,def,"A gelatinized cube of Go-Juice, able to be digested rather than injected. While it can be used in any meal, it is often melted into soups or used as a thickening agent in cocktails. Provides a very diluted version of the drug without risk of addictions.",Go-Juice 的凝胶状立方体，可以消化而不是注射。虽然它可以用于任何餐食，但它经常被融化到汤中或用作鸡尾酒中的增稠剂。提供非常稀释的药物版本，没有成瘾风险。
