key,text,tag,file,type,protected_text,translated
GR_ROM_Spawn.label,spawn,label,LifeStageDef/LifeStageDef.xml,def,spawn,产卵
GR_ROM_FullyFormed.label,fully formed,label,LifeStageDef/LifeStageDef.xml,def,fully formed,完全成型
GR_ROM_Ancient.label,ancient,label,LifeStageDef/LifeStageDef.xml,def,ancient,古老的
GR_ROM_Eldritch.label,eldritch,label,LifeStageDef/LifeStageDef.xml,def,eldritch,可怕的
GR_CraftCosmicHorrorsExcavator.label,Craft Eldritch Genome excavator,label,RecipeDef/RecipeDef.xml,def,Craft Eldritch Genome excavator,Craft Eldritch 基因组挖掘机
GR_CraftCosmicHorrorsExcavator.description,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Cosmic Horrors genomes.,description,RecipeDef/RecipeDef.xml,def,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Cosmic Horrors genomes.,制作基因组挖掘机，从驯服或死亡的动物中提取基因组。这台挖掘机可以提取宇宙恐怖基因组。
GR_EldritchExcavator.label,eldritch genome excavator,label,ThingDef/ThingDef.xml,def,eldritch genome excavator,可怕的基因组挖掘机
GR_EldritchExcavator.description,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:","一种简化的基因组提取装置，即使是最简单的暴徒也可以使用，因此它类似于反向工作的填缝枪。最好的遗传物质可以在大脑中找到，自动化的一次性设计会立即将这种物质压缩成可用的基因组。

所需的受试者需要温顺并信任打算在一个非瞬时过程中挖出他们的大脑的用户。建议对生物进行麻醉，因为它们的任何突然动作都会中断整个过程。或者，它也适用于尸体...

<color=#E5E54C>游戏效果：</color>该挖掘机可用于获取以下基因组："
GR_EldritchExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Use genome excavator,使用基因组挖掘机
GR_EldritchGenetic.label,eldritch genome,label,ThingDef/ThingDef.xml,def,eldritch genome,可怕的基因组
GR_EldritchGenetic.description,A payload of eldritch genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via an eldritch genome excavator from:,description,ThingDef/ThingDef.xml,def,A payload of eldritch genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via an eldritch genome excavator from:,"可怕的遗传物质的有效载荷。可用于基因变形器以创建杂交动物的生长细胞。该二级基因组只能用作主基因组。

<color=#E5E54C>提取：</color>可以通过可怕的基因组挖掘机从以下位置提取："
GR_EldritchChickenEggUnfertilized.label,chicken of Mi-go egg (unfert.),label,ThingDef/ThingDef.xml,def,chicken of Mi-go egg (unfert.),Mi-go鸡蛋鸡肉（未受精）
GR_EldritchChickenEggUnfertilized.description,"Unfertilized chicken of Mi-go egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting.",description,ThingDef/ThingDef.xml,def,"Unfertilized chicken of Mi-go egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting.",Mi-go蛋的未受精鸡。它可以生吃，但煮熟后吃效果更好。紫色的贝壳令人难以置信的不安。
GR_EldritchChickenEggFertilized.label,chicken of Mi-go egg (fert.),label,ThingDef/ThingDef.xml,def,chicken of Mi-go egg (fert.),Mi-go鸡蛋鸡肉（已受精）
GR_EldritchChickenEggFertilized.description,"Fertilized chicken of Mi-go egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting. If all goes well, it should hatch into a chicken of Mi-go.",description,ThingDef/ThingDef.xml,def,"Fertilized chicken of Mi-go egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting. If all goes well, it should hatch into a chicken of Mi-go.",Mi-go蛋的受精鸡。它可以生吃，但煮熟后吃效果更好。紫色的贝壳令人难以置信的不安。如果一切顺利的话，它应该会孵化成一只米戈鸡。
GR_EldritchReptileEggUnfertilized.label,snake of Yig egg (unfert.),label,ThingDef/ThingDef.xml,def,snake of Yig egg (unfert.),伊格蛋蛇（未受精）
GR_EldritchReptileEggUnfertilized.description,"Unfertilized snake of Yig egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting.",description,ThingDef/ThingDef.xml,def,"Unfertilized snake of Yig egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting.",Yig 卵未受精的蛇。它可以生吃，但煮熟后吃效果更好。紫色的贝壳令人难以置信的不安。
GR_EldritchReptileEggFertilized.label,snake of Yig egg (fert.),label,ThingDef/ThingDef.xml,def,snake of Yig egg (fert.),伊格蛋蛇（已受精）
GR_EldritchReptileEggFertilized.description,"Fertilized snake of Yig egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting. If all goes well, it should hatch into an snake of Yig egg.",description,ThingDef/ThingDef.xml,def,"Fertilized snake of Yig egg. It can be eaten raw, but it's much, much better cooked. The purple shell is incredibly disconcerting. If all goes well, it should hatch into an snake of Yig egg.",伊格蛋的受精蛇。它可以生吃，但煮熟后吃效果更好。紫色的贝壳令人难以置信的不安。如果一切顺利的话，它应该会孵化成一条伊格蛇蛋。
GR_EldritchMilk.label,eldritch milk,label,ThingDef/ThingDef.xml,def,eldritch milk,可怕的牛奶
GR_EldritchMilk.description,"This milk is purple coloured, and its smell is indescribable. It whispers to you...",description,ThingDef/ThingDef.xml,def,"This milk is purple coloured, and its smell is indescribable. It whispers to you...",这牛奶是紫色的，它的气味难以形容。它对你低语……
GR_DarkYoungWoodLog.label,eldritch wood,label,ThingDef/ThingDef.xml,def,eldritch wood,可怕的木头
GR_DarkYoungWoodLog.description,This wood-like material has been extracted from the tentacles of an eldritch creature. Let's make a cupboard out of them!,description,ThingDef/ThingDef.xml,def,This wood-like material has been extracted from the tentacles of an eldritch creature. Let's make a cupboard out of them!,这种类似木材的材料是从一种可怕生物的触手中提取的。让我们用它们制作一个橱柜吧！
GR_DarkYoungWoodLog.stuffProps.stuffAdjective,eldritch wooden,stuffAdjective,ThingDef/ThingDef.xml,def,eldritch wooden,可怕的木头
GR_EldritchInsectJelly.label,eldritch insect jelly,label,ThingDef/ThingDef.xml,def,eldritch insect jelly,可怕的昆虫果冻
GR_EldritchInsectJelly.description,"Jelly stored and used as food by oversized insects. It is smooth, rich, and brings incredible joy to those who consume it. Also, it quickly erodes their sanity and turns them into insane psychopaths, but it's so tasty! Because of its unique biological properties, it can nourish almost any creature and never rots.",description,ThingDef/ThingDef.xml,def,"Jelly stored and used as food by oversized insects. It is smooth, rich, and brings incredible joy to those who consume it. Also, it quickly erodes their sanity and turns them into insane psychopaths, but it's so tasty! Because of its unique biological properties, it can nourish almost any creature and never rots.",果冻被超大昆虫储存和用作食物。它口感顺滑、浓郁，给食用它的人带来难以置信的快乐。而且，它很快就会侵蚀他们的理智，让他们变成疯狂的精神病患者，但它太美味了！由于其独特的生物特性，它几乎可以滋养任何生物并且永不腐烂。
GR_EldritchWool.label,eldritch wool,label,ThingDef/ThingDef.xml,def,eldritch wool,可怕的羊毛
GR_EldritchWool.description,"This purple wool seems to be irrigated by pulsing, throbbing purple veins. However, they can only be detected by sight, not by touch.",description,ThingDef/ThingDef.xml,def,"This purple wool seems to be irrigated by pulsing, throbbing purple veins. However, they can only be detected by sight, not by touch.",这紫色的羊毛似乎是由脉动、搏动的紫色静脉灌溉的。然而，它们只能通过视觉来检测，而不能通过触摸来检测。
GR_Shiftskin.label,formless boomalope shiftskin,label,ThingDef/ThingDef.xml,def,formless boomalope shiftskin,无形的布马洛普皮
GR_ROM_RawCHFood_FormlessMeat.label,formless spawn meat,label,ThingDef/ThingDef.xml,def,formless spawn meat,无形的卵肉
GR_ROM_RawCHFood_FormlessMeat.description,Raw meat from a formless spawn of Tsathoggua. Or... or at least a boomalope abomination that *looked* similar. Hard to know with these things.,description,ThingDef/ThingDef.xml,def,Raw meat from a formless spawn of Tsathoggua. Or... or at least a boomalope abomination that *looked* similar. Hard to know with these things.,生肉来自无形的查托瓜 (Tsathoggua) 卵。或者……或者至少是一个“看起来”相似的可憎恶物。很难知道这些事情。
GR_Insanity_Cloud.label,insanity cloud,label,ThingDef/ThingDef.xml,def,insanity cloud,疯狂云
GR_EldritchBear.label,bear young,label,ThingDef/ThingDef.xml,def,bear young,熊年轻
GR_EldritchBear.description,"This otherworldly bear has repulsive, purple coloured tentacles protruding from its maw. Its pelt has a strange wooden-like appearance. Its ravenous appetite can only be sated by consuming large amounts of meat, which the creature dissolves with the green acidic goo dropping from its many gaping maws.\n\n<color=#E5E54C>Gameplay effect:</color> All bear hybrids have stun attacks. Since the creature constantly regenerates, its tentacles can be trimmed every few days, and used as a substitute for wood.",description,ThingDef/ThingDef.xml,def,"This otherworldly bear has repulsive, purple coloured tentacles protruding from its maw. Its pelt has a strange wooden-like appearance. Its ravenous appetite can only be sated by consuming large amounts of meat, which the creature dissolves with the green acidic goo dropping from its many gaping maws.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All bear hybrids have stun attacks. Since the creature constantly regenerates, its tentacles can be trimmed every few days, and used as a substitute for wood.","这只超凡脱俗的熊从它的胃里伸出了令人厌恶的紫色触手。它的毛皮有一种奇怪的木质外观。它的贪婪胃口只能通过消耗大量的肉来满足，而该生物会用它的许多张开胃中滴下的绿色酸性粘液来溶解这些肉。

<color=#E5E54C>游戏效果：</color>所有熊混种都有眩晕攻击。由于这种生物不断再生，它的触手每隔几天就可以修剪一次，并用作木材的替代品。"
GR_EldritchBear.tools.0.label,hooves,label,ThingDef/ThingDef.xml,def,hooves,蹄子
GR_EldritchBear.tools.1.label,tentacles,label,ThingDef/ThingDef.xml,def,tentacles,触手
GR_EldritchBear.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head,头
GR_EldritchBear.label,bear young,label,PawnKindDef/PawnKindDef.xml,def,bear young,熊年轻
GR_EldritchBoomalope.label,formless boomalope of Tsathoggua,label,ThingDef/ThingDef.xml,def,formless boomalope of Tsathoggua,Tsathoggua 无形的布马洛普
GR_EldritchBoomalope.description,"This polymorphic entity is made of light brown ichor and looks like amorphous goo. It seems to be extremely resilient and very difficult to dispatch. Its pelt seems to be powerfully acidic in substance and can dissolve human flesh with even a slight touch.\n\n<color=#E5E54C>Gameplay effect:</color> Explodes on death with a very powerful psionic blast. This explosion can also be triggered on command, though it will damage the creature too!",description,ThingDef/ThingDef.xml,def,"This polymorphic entity is made of light brown ichor and looks like amorphous goo. It seems to be extremely resilient and very difficult to dispatch. Its pelt seems to be powerfully acidic in substance and can dissolve human flesh with even a slight touch.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) Explodes on death with a very powerful psionic blast. This explosion can also be triggered on command, though it will damage the creature too!","这种多态实体由浅棕色脓液组成，看起来像无定形的粘液。它似乎具有极强的弹性并且非常难以调度。它的毛皮似乎具有强酸性物质，即使是轻微的触摸也能溶解人肉。

<color=#E5E54C>游戏效果：</color>死亡时会爆炸，产生非常强大的灵能爆炸。这种爆炸也可以根据命令触发，尽管它也会损坏生物！"
GR_EldritchBoomalope.tools.0.label,amoebic tentacle,label,ThingDef/ThingDef.xml,def,amoebic tentacle,阿米巴触手
GR_EldritchBoomalope.tools.1.label,head,label,ThingDef/ThingDef.xml,def,head,头
GR_EldritchBoomalope.label,formless boomalope of Tsathoggua,label,PawnKindDef/PawnKindDef.xml,def,formless boomalope of Tsathoggua,Tsathoggua 无形的布马洛普
GR_EldritchChicken.label,chicken of Mi-go,label,ThingDef/ThingDef.xml,def,chicken of Mi-go,米戈鸡
GR_EldritchChicken.description,"An unholy amalgamation of fungus, crustacean, insect and... chicken. Can this creature even be considered to be truly alive?\n\n<color=#E5E54C>Gameplay effect:</color> This psionic chicken lays A LOT of purple eggs that erode your sanity. What's not to love?",description,ThingDef/ThingDef.xml,def,"An unholy amalgamation of fungus, crustacean, insect and... chicken. Can this creature even be considered to be truly alive?(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This psionic chicken lays A LOT of purple eggs that erode your sanity. What's not to love?","真菌、甲壳类动物、昆虫和……鸡的邪恶混合物。这种生物还能被认为是真正活着的吗？

<color=#E5E54C>游戏效果：</color>这只灵能鸡会产下大量紫色鸡蛋，侵蚀你的理智。什么是不爱？"
GR_EldritchChicken.tools.0.label,overwhelming mind,label,ThingDef/ThingDef.xml,def,overwhelming mind,压倒性的头脑
GR_EldritchChicken.tools.1.label,body,label,ThingDef/ThingDef.xml,def,body,身体
GR_EldritchChicken.label,chicken of Mi-go,label,PawnKindDef/PawnKindDef.xml,def,chicken of Mi-go,米戈鸡
GR_EldritchInsectoid.label,armoured chthonian larva,label,ThingDef/ThingDef.xml,def,armoured chthonian larva,铠甲地底虫幼虫
GR_EldritchInsectoid.description,"This engorged, tick-like creature has a writhing mass of tentacles where its head would normally be, sensing their surroundings by a combination of touch and echolocation. They have lost their capacity to burrow underground, but they are capable of powerful psionic attacks.\n\n<color=#E5E54C>Gameplay effect:</color> All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Produces eldritch insect jelly, a very nutritive and enjoyable food that quickly erodes your sanity.",description,ThingDef/ThingDef.xml,def,"This engorged, tick-like creature has a writhing mass of tentacles where its head would normally be, sensing their surroundings by a combination of touch and echolocation. They have lost their capacity to burrow underground, but they are capable of powerful psionic attacks.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Produces eldritch insect jelly, a very nutritive and enjoyable food that quickly erodes your sanity.","这种肿胀的蜱状生物在其头部通常所在的位置有大量扭动的触手，通过触摸和回声定位的结合来感知周围的环境。它们失去了在地下挖洞的能力，但能够进行强大的灵能攻击。

<color=#E5E54C>游戏效果：</color>所有类昆虫杂种都拥有良好的装甲并且没有毒性敏感性，但它们始终是不育的并且无法繁殖，即使使用生育增强剂来创造它们也是如此。产生可怕的昆虫果冻，一种非常有营养且令人愉快的食物，会迅速侵蚀你的理智。"
GR_EldritchInsectoid.tools.0.label,grasping tentacles,label,ThingDef/ThingDef.xml,def,grasping tentacles,抓握触手
GR_EldritchInsectoid.tools.1.label,overwhelming mind,label,ThingDef/ThingDef.xml,def,overwhelming mind,压倒性的头脑
GR_EldritchInsectoid.tools.2.label,mandibles,label,ThingDef/ThingDef.xml,def,mandibles,下颌骨
GR_EldritchInsectoid.label,armoured chthonian larva,label,PawnKindDef/PawnKindDef.xml,def,armoured chthonian larva,铠甲地底虫幼虫
GR_EldritchMuffalo.label,star vampire muffalo,label,ThingDef/ThingDef.xml,def,star vampire muffalo,明星 吸血鬼 野牛
GR_EldritchMuffalo.description,"This blind muffalo can detect its prey by scent, and is attracted to animal -and human- blood, although it can also consume vegetal matter.\n\n<color=#E5E54C>Gameplay effect:</color> Decent pack beast that doesn't need to be penned. Produces milk and wool. Purple milk and wool...",description,ThingDef/ThingDef.xml,def,"This blind muffalo can detect its prey by scent, and is attracted to animal -and human- blood, although it can also consume vegetal matter.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) Decent pack beast that doesn't need to be penned. Produces milk and wool. Purple milk and wool...","这种盲野牛可以通过气味检测猎物，并被动物和人类血液吸引，尽管它也可以消耗植物物质。

<color=#E5E54C>游戏效果：</color>体面的群兽，不需要圈养。生产牛奶和羊毛。紫色牛奶和羊毛..."
GR_EldritchMuffalo.tools.0.label,vampiric teeth,label,ThingDef/ThingDef.xml,def,vampiric teeth,吸血鬼的牙齿
GR_EldritchMuffalo.label,star vampire muffalo,label,PawnKindDef/PawnKindDef.xml,def,star vampire muffalo,明星 吸血鬼 野牛
GR_EldritchReptile.label,snake of Yig,label,ThingDef/ThingDef.xml,def,snake of Yig,伊格之蛇
GR_EldritchReptile.description,"This multi-headed snake has been blessed by Yig, the Father of Serpents. Or maybe it is just a very unfortunate snake which has been the target of your colonists' mad science... It is most likely the latter, to be honest.\n\n<color=#E5E54C>Gameplay effect:</color> All reptile hybrids have good temperature tolerance ranges and venomous attacks. The snake of Yig has six mouths, and attacks incredibly fast.",description,ThingDef/ThingDef.xml,def,"This multi-headed snake has been blessed by Yig, the Father of Serpents. Or maybe it is just a very unfortunate snake which has been the target of your colonists' mad science... It is most likely the latter, to be honest.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All reptile hybrids have good temperature tolerance ranges and venomous attacks. The snake of Yig has six mouths, and attacks incredibly fast.","这条多头蛇得到了蛇之父伊格的祝福。又或许它只是一条非常不幸的蛇，成为了殖民者疯狂科学的目标……说实话，很可能是后者。

<color=#E5E54C>游戏效果：</color>所有爬行动物混种都有良好的温度耐受范围和有毒攻击。伊格之蛇有六张嘴，攻击速度惊人。"
GR_EldritchReptile.tools.0.label,toxic bite,label,ThingDef/ThingDef.xml,def,toxic bite,有毒咬伤
GR_EldritchReptile.label,snake of Yig,label,PawnKindDef/PawnKindDef.xml,def,snake of Yig,伊格之蛇
GR_EldritchThrumbo.label,cthrumbo,label,ThingDef/ThingDef.xml,def,cthrumbo,克鲁博
GR_EldritchThrumbo.description,"Iä! Iä! Cthrumbo fhtagn! Ph'nglui mglw'nfah Cthrumbo Rimworld wgah'nagl fhtagn! A gigantic, squid-like creature that feeds on fear and nightmares. Legends say that an Eldritch Cthrumbo is really the wisest creature in the universe - it simply would melt the minds of everyone near it should it choose to speak.\n\n<color=#E5E54C>Gameplay effect:</color> All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Invoke insanity ability: twice a day, the Cthrumbo can release a cloud of insanity that erodes its prey's mind.",description,ThingDef/ThingDef.xml,def,"Iä! Iä! Cthrumbo fhtagn! Ph'nglui mglw'nfah Cthrumbo Rimworld wgah'nagl fhtagn! A gigantic, squid-like creature that feeds on fear and nightmares. Legends say that an Eldritch Cthrumbo is really the wisest creature in the universe - it simply would melt the minds of everyone near it should it choose to speak.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Invoke insanity ability: twice a day, the Cthrumbo can release a cloud of insanity that erodes its prey's mind.","我啊！我啊！ Cthrumbo fhtagn！ Ph'nglui mglw'nfah Cthrumbo Rimworld wgah'nagl fhtagn！一种巨大的、类似乌贼的生物，以恐惧和噩梦为食。传说，可怕的克雷姆博确实是宇宙中最聪明的生物 - 如果它选择说话，它就会融化附近每个人的思想。

<color=#E5E54C>游戏效果：</color>所有巨型混种的攻击速度都很慢，但攻击力却很强，并且拥有天生的盔甲。激发疯狂能力：每天两次，Cthrumbo 可以释放一团疯狂的云，侵蚀猎物的思想。"
GR_EldritchThrumbo.tools.0.label,rending claws,label,ThingDef/ThingDef.xml,def,rending claws,撕裂的爪子
GR_EldritchThrumbo.tools.1.label,mandibles,label,ThingDef/ThingDef.xml,def,mandibles,下颌骨
GR_EldritchThrumbo.label,cthrumbo,label,PawnKindDef/PawnKindDef.xml,def,cthrumbo,克鲁博
GR_EldritchWolf.label,wolf-Sothoth,label,ThingDef/ThingDef.xml,def,wolf-Sothoth,狼-索托斯
GR_EldritchWolf.description,"The back of this feral looking wolf is an indistinct mass of tentacles and malign eyes, constantly shifting in place and being reabsorbed into its pelt again.\n\n<color=#E5E54C>Gameplay effect:</color> All canine hybrids get the Adrenaline rush ability, which allows them to move at 200% speed for a short time, but be tired and move slower for half a day afterwards. This creature doesn't have a huge health pool, but it is nearly impervious to damage.",description,ThingDef/ThingDef.xml,def,"The back of this feral looking wolf is an indistinct mass of tentacles and malign eyes, constantly shifting in place and being reabsorbed into its pelt again.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All canine hybrids get the Adrenaline rush ability, which allows them to move at 200% speed for a short time, but be tired and move slower for half a day afterwards. This creature doesn't have a huge health pool, but it is nearly impervious to damage.","这只看起来凶猛的狼的背部是一团模糊的触手和恶毒的眼睛，不断地移动并再次被重新吸收到它的毛皮中。

<color=#E5E54C>游戏效果：</color>所有犬类混种都获得肾上腺素激增能力，这使得它们能够以200%的速度移动持续时间时间虽短，但半天后就累了，动作也慢了。这种生物没有巨大的生命值，但它几乎不会受到伤害。"
GR_EldritchWolf.tools.0.label,venomous fangs,label,ThingDef/ThingDef.xml,def,venomous fangs,毒牙
GR_EldritchWolf.label,wolf-Sothoth,label,PawnKindDef/PawnKindDef.xml,def,wolf-Sothoth,狼-索托斯
GR_Cathulhu.label,cathulhu,label,ThingDef/ThingDef.xml,def,cathulhu,卡苏鲁
GR_Cathulhu.description,"You seriously have to wonder who comes up with ideas to play with things beyond their understanding. Have you ever had an octopus attach itself to your face and try to climb down your throat? Well now you can find out, with an extra helping of teeth, claws and furballs.\n\nA feline hybrid with recessive Eldritch genes. Comparable to a regular big cat, such as a panther, however its bite not only causes blindness but also inflicts bouts of insanity from the lingering touch of the tentacles. Oddly enough it also enjoys fondling its master with those same tentacles, notably without its teeth out. Oh, did I not mention the fact it has teeth along those tentacles?\n\n<color=#E5E54C>Gameplay effect:</color> Like all cat hybrids, they have an improved melee dodge ability and a short nuzzle period. Its bites cause suffocation and sanity loss.",description,ThingDef/ThingDef.xml,def,"You seriously have to wonder who comes up with ideas to play with things beyond their understanding. Have you ever had an octopus attach itself to your face and try to climb down your throat? Well now you can find out, with an extra helping of teeth, claws and furballs.(PH_6)(PH_5)A feline hybrid with recessive Eldritch genes. Comparable to a regular big cat, such as a panther, however its bite not only causes blindness but also inflicts bouts of insanity from the lingering touch of the tentacles. Oddly enough it also enjoys fondling its master with those same tentacles, notably without its teeth out. Oh, did I not mention the fact it has teeth along those tentacles?(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) Like all cat hybrids, they have an improved melee dodge ability and a short nuzzle period. Its bites cause suffocation and sanity loss.","你真的想知道是谁想出了一些想法来玩超出他们理解的事情。你是否曾经有过章鱼附着在你的脸上并试图爬进你的喉咙？现在，借助牙齿、爪子和毛球的额外帮助，您可以找到答案。

带有隐性 Eldritch 基因的猫科动物杂交种。与普通的大型猫（如黑豹）相比，它的咬伤不仅会导致失明，还会因触手挥之不去的触摸造成一阵阵的精神错乱。奇怪的是，它也喜欢用同样的触手抚摸它的主人，特别是在没有牙齿的情况下。哦，我没有提到它的触须上有牙齿吗？

<color=#E5E54C>游戏效果：</color>像所有猫🐈混合体一样，它们具有改进的近战闪避能力和较短的碰撞时间。它的叮咬会导致有意限制对大脑的供氧，往往是为了使性觉醒。和失去理智。"
GR_Cathulhu.tools.0.label,rending tentacles,label,ThingDef/ThingDef.xml,def,rending tentacles,撕裂的触手
GR_Cathulhu.tools.1.label,left claw,label,ThingDef/ThingDef.xml,def,left claw,左爪
GR_Cathulhu.tools.2.label,right claw,label,ThingDef/ThingDef.xml,def,right claw,右爪
GR_Cathulhu.label,cathulhu,label,PawnKindDef/PawnKindDef.xml,def,cathulhu,卡苏鲁
