key,text,tag,file,type,protected_text
RB_Stamina.label,increased stamina (from honey),label,HediffDef/HediffDef.xml,def,increased stamina (from honey)
RB_Stamina.description,Genetic honey is strengthening this creature's stamina.,description,HediffDef/HediffDef.xml,def,Genetic honey is strengthening this creature's stamina.
GR_ExtractBeeGenes.label,extract genes from several bees,label,RecipeDef/RecipeDef.xml,def,extract genes from several bees
GR_ExtractBeeGenes.description,Extract genetic material from several bees.,description,RecipeDef/RecipeDef.xml,def,Extract genetic material from several bees.
GR_ExtractBeeGenes.jobString,Extracting Genetic Material,jobString,RecipeDef/RecipeDef.xml,def,Extracting Genetic Material
GR_OrganicBeeCreation.label,create basic genetic bees,label,RecipeDef/RecipeDef.xml,def,create basic genetic bees
GR_OrganicBeeCreation.description,Create basic genetically enhanced bees that can later be hybridized with other creatures.,description,RecipeDef/RecipeDef.xml,def,Create basic genetically enhanced bees that can later be hybridized with other creatures.
GR_OrganicBeeCreation.jobString,creating basic genetic bees,jobString,RecipeDef/RecipeDef.xml,def,creating basic genetic bees
GR_GenoframeAwfulRecipeFromWax.label,Create Genoframe (Awful) from Genewax,label,RecipeDef/RecipeDef.xml,def,Create Genoframe (Awful) from Genewax
GR_GenoframeAwfulRecipeFromWax.description,Create an awful quality genoframe from genewax.,description,RecipeDef/RecipeDef.xml,def,Create an awful quality genoframe from genewax.
RB_CreateGeneticTierResearch.label,create genetic tier bee research,label,RecipeDef/RecipeDef.xml,def,create genetic tier bee research
RB_CreateGeneticTierResearch.description,Research bee combinations to create genetic tier bees. This research is random and you may get duplicate results.,description,RecipeDef/RecipeDef.xml,def,Research bee combinations to create genetic tier bees. This research is random and you may get duplicate results.
RB_CreateGeneticTierResearch.jobString,Researching bees,jobString,RecipeDef/RecipeDef.xml,def,Researching bees
RB_BeeResearchTierGenetic.label,"bee research, genetic tier",label,ThingCategoryDef/ThingCategoryDef.xml,def,"bee research, genetic tier"
RB_RandomGeneticResearch.label,bee research (unfinished),label,ThingDef/ThingDef.xml,def,bee research (unfinished)
RB_RandomGeneticResearch.description,This research is in progress.,description,ThingDef/ThingDef.xml,def,This research is in progress.
RB_Bee_Organic_Drone.label,organic drone,label,ThingDef/ThingDef.xml,def,organic drone
RB_Bee_Organic_Queen.label,organic queen,label,ThingDef/ThingDef.xml,def,organic queen
RB_Bee_Cattle_Drone.label,cattle drone,label,ThingDef/ThingDef.xml,def,cattle drone
RB_Bee_Cattle_Queen.label,cattle queen,label,ThingDef/ThingDef.xml,def,cattle queen
RB_Bee_Clucking_Drone.label,clucking drone,label,ThingDef/ThingDef.xml,def,clucking drone
RB_Bee_Clucking_Queen.label,clucking queen,label,ThingDef/ThingDef.xml,def,clucking queen
RB_Bee_Exploding_Drone.label,exploding drone,label,ThingDef/ThingDef.xml,def,exploding drone
RB_Bee_Exploding_Queen.label,exploding queen,label,ThingDef/ThingDef.xml,def,exploding queen
RB_Bee_Horned_Drone.label,horned drone,label,ThingDef/ThingDef.xml,def,horned drone
RB_Bee_Horned_Queen.label,horned queen,label,ThingDef/ThingDef.xml,def,horned queen
RB_Bee_Hound_Drone.label,hound drone,label,ThingDef/ThingDef.xml,def,hound drone
RB_Bee_Hound_Queen.label,hound queen,label,ThingDef/ThingDef.xml,def,hound queen
RB_Bee_Hybernating_Drone.label,hybernating drone,label,ThingDef/ThingDef.xml,def,hybernating drone
RB_Bee_Hybernating_Queen.label,hybernating queen,label,ThingDef/ThingDef.xml,def,hybernating queen
RB_Bee_Megaspidery_Drone.label,megaspidery drone,label,ThingDef/ThingDef.xml,def,megaspidery drone
RB_Bee_Megaspidery_Queen.label,megaspidery queen,label,ThingDef/ThingDef.xml,def,megaspidery queen
RB_Bee_Mousy_Drone.label,mousy drone,label,ThingDef/ThingDef.xml,def,mousy drone
RB_Bee_Mousy_Queen.label,mousy queen,label,ThingDef/ThingDef.xml,def,mousy queen
RB_Bee_Purring_Drone.label,purring drone,label,ThingDef/ThingDef.xml,def,purring drone
RB_Bee_Purring_Queen.label,purring queen,label,ThingDef/ThingDef.xml,def,purring queen
RB_Bee_Scaly_Drone.label,scaly drone,label,ThingDef/ThingDef.xml,def,scaly drone
RB_Bee_Scaly_Queen.label,scaly queen,label,ThingDef/ThingDef.xml,def,scaly queen
RB_Organic_Honeycomb.label,organic honeycomb,label,ThingDef/ThingDef.xml,def,organic honeycomb
RB_Organic_Honeycomb.description,"This is a honeycomb produced by organic bees. Organic bees are genetically modified bees that extract cellulose fibers from nearby plants and convert it into a slurry of genetic material which can be refined into template genomes. The main use of these bees, however, is to hybridize them with other bees to create genetic bees of different subspecies. Honeycombs can be procesed in a Honey Extractor to get honey, beeswax and template genomes.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by organic bees. Organic bees are genetically modified bees that extract cellulose fibers from nearby plants and convert it into a slurry of genetic material which can be refined into template genomes. The main use of these bees, however, is to hybridize them with other bees to create genetic bees of different subspecies. Honeycombs can be procesed in a Honey Extractor to get honey, beeswax and template genomes."
RB_Cattle_Honeycomb.label,cattle honeycomb,label,ThingDef/ThingDef.xml,def,cattle honeycomb
RB_Cattle_Honeycomb.description,"This is a honeycomb produced by cattle bees. Cattle bees have muffalo genes spliced in their genome. They are covered in a thick white pelt, and produce milk, wool and muffalo genetic material. Honeycombs can be procesed in a Honey Extractor to get milk, wool and muffalo genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by cattle bees. Cattle bees have muffalo genes spliced in their genome. They are covered in a thick white pelt, and produce milk, wool and muffalo genetic material. Honeycombs can be procesed in a Honey Extractor to get milk, wool and muffalo genetic material."
RB_Clucking_Honeycomb.label,clucking honeycomb,label,ThingDef/ThingDef.xml,def,clucking honeycomb
RB_Clucking_Honeycomb.description,"This is a honeycomb produced by clucking bees. Clucking bees have chicken genes spliced in their genome. They are covered in feathers, and produce eggs and avian genetic material. Honeycombs can be procesed in a Honey Extractor to get bee eggs, genewax and avian genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by clucking bees. Clucking bees have chicken genes spliced in their genome. They are covered in feathers, and produce eggs and avian genetic material. Honeycombs can be procesed in a Honey Extractor to get bee eggs, genewax and avian genetic material."
RB_Exploding_Honeycomb.label,exploding honeycomb,label,ThingDef/ThingDef.xml,def,exploding honeycomb
RB_Exploding_Honeycomb.description,"This is a honeycomb produced by exploding bees. Exploding bees have boomalope genes spliced in their genome. This bees produce genetic honey, chemfuel, and boom genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, chemfuel, and booma genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by exploding bees. Exploding bees have boomalope genes spliced in their genome. This bees produce genetic honey, chemfuel, and boom genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, chemfuel, and booma genetic material."
RB_Horned_Honeycomb.label,horned honeycomb,label,ThingDef/ThingDef.xml,def,horned honeycomb
RB_Horned_Honeycomb.description,"This is a honeycomb produced by horned bees. Horned bees have thrumbo genes spliced in their genome. They take a very long time to generate honeycombs, but they produce highly sought after colossal genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax, and colossal genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by horned bees. Horned bees have thrumbo genes spliced in their genome. They take a very long time to generate honeycombs, but they produce highly sought after colossal genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax, and colossal genetic material."
RB_Hound_Honeycomb.label,hound honeycomb,label,ThingDef/ThingDef.xml,def,hound honeycomb
RB_Hound_Honeycomb.description,"This is a honeycomb produced by hound bees. Hound bees have wolf genes spliced in their genome. They produce canine genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and canine genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by hound bees. Hound bees have wolf genes spliced in their genome. They produce canine genetic material. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and canine genetic material."
RB_Hybernating_Honeycomb.label,hybernating honeycomb,label,ThingDef/ThingDef.xml,def,hybernating honeycomb
RB_Hybernating_Honeycomb.description,"This is a honeycomb produced by hybernating bees. Hybernating bees have grizzly bear genes spliced in their genome. They are covered in a soft fur. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and bear genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by hybernating bees. Hybernating bees have grizzly bear genes spliced in their genome. They are covered in a soft fur. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and bear genetic material."
RB_Megaspidery_Honeycomb.label,megaspidery honeycomb,label,ThingDef/ThingDef.xml,def,megaspidery honeycomb
RB_Megaspidery_Honeycomb.description,"This is a honeycomb produced by megaspidery bees. Megaspidery bees have insectoid genes spliced in their genome. They are covered in chitinous plates and produce insect jelly and insectoid genetic materials. Honeycombs can be procesed in a Honey Extractor to get insect jelly, genewax and insectoid genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by megaspidery bees. Megaspidery bees have insectoid genes spliced in their genome. They are covered in chitinous plates and produce insect jelly and insectoid genetic materials. Honeycombs can be procesed in a Honey Extractor to get insect jelly, genewax and insectoid genetic material."
RB_Mousy_Honeycomb.label,mousy honeycomb,label,ThingDef/ThingDef.xml,def,mousy honeycomb
RB_Mousy_Honeycomb.description,"This is a honeycomb produced by mousy bees. Mousy bees have rodent genes spliced in their genome. They produce rodent genetic materials and many find their constant high-pitched squeaking sounds to be quite distracting. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and rodent genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by mousy bees. Mousy bees have rodent genes spliced in their genome. They produce rodent genetic materials and many find their constant high-pitched squeaking sounds to be quite distracting. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and rodent genetic material."
RB_Purring_Honeycomb.label,purring honeycomb,label,ThingDef/ThingDef.xml,def,purring honeycomb
RB_Purring_Honeycomb.description,"This is a honeycomb produced by purring bees. Purring bees have cat genes spliced in their genome. They produce feline genetic materials and a lot of videos on the internet. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and feline genetic material.",description,ThingDef/ThingDef.xml,def,"This is a honeycomb produced by purring bees. Purring bees have cat genes spliced in their genome. They produce feline genetic materials and a lot of videos on the internet. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and feline genetic material."
RB_Scaly_Honeycomb.label,scaly honeycomb,label,ThingDef/ThingDef.xml,def,scaly honeycomb
RB_Scaly_Honeycomb.description,"TScaly bees have reptile genes spliced in their genome. They are covered in tough looking scales and produce reptilian genetic materials. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and reptile genetic material.",description,ThingDef/ThingDef.xml,def,"TScaly bees have reptile genes spliced in their genome. They are covered in tough looking scales and produce reptilian genetic materials. Honeycombs can be procesed in a Honey Extractor to get genetic honey, genewax and reptile genetic material."
RB_GeneticHoney.label,genetic honey,label,ThingDef/ThingDef.xml,def,genetic honey
RB_GeneticHoney.description,"This honey has been extracted from any genetic honeycomb, and has a very strange greenish tone that makes it less appetizing. Decays incredibly fast, but it can be consumed as a potent physically enhancing drug that doesn't cause any side effects. This honey can be consumed raw or cooked with other ingredients, and its properties transfer to the resulting meal.",description,ThingDef/ThingDef.xml,def,"This honey has been extracted from any genetic honeycomb, and has a very strange greenish tone that makes it less appetizing. Decays incredibly fast, but it can be consumed as a potent physically enhancing drug that doesn't cause any side effects. This honey can be consumed raw or cooked with other ingredients, and its properties transfer to the resulting meal."
RB_BeeEggsActive.label,chickenbee egg (fert.),label,ThingDef/ThingDef.xml,def,chickenbee egg (fert.)
RB_BeeEggsActive.description,"Fertilized chickenbee egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenbee.",description,ThingDef/ThingDef.xml,def,"Fertilized chickenbee egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenbee."
GR_BeeGenetic.label,bee genome,label,ThingDef/ThingDef.xml,def,bee genome
GR_BeeGenetic.description,A payload of bee genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used only as a primary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All bee hybrids hover over terrain.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table from a combination of 10 bees.,description,ThingDef/ThingDef.xml,def,A payload of bee genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used only as a primary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All bee hybrids hover over terrain.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table from a combination of 10 bees.
RB_Bee_Leather.label,bee leather,label,ThingDef/ThingDef.xml,def,bee leather
RB_Bee_Leather.description,"Hard overlapping scales of insect chitin laid over a thick layer of semi-rigid leather. Quite durable in combat, but provides little protection from weather.",description,ThingDef/ThingDef.xml,def,"Hard overlapping scales of insect chitin laid over a thick layer of semi-rigid leather. Quite durable in combat, but provides little protection from weather."
RB_Genewax.label,genewax,label,ThingDef/ThingDef.xml,def,genewax
RB_Genewax.description,"Genewax is extracted from combs of the Genetic family (any Vanilla Genetics Expanded hybrid bees) and is much less resistant than regular beeswax. Its only practical application is that it can be used to create genoframes, instead of corpses.",description,ThingDef/ThingDef.xml,def,"Genewax is extracted from combs of the Genetic family (any Vanilla Genetics Expanded hybrid bees) and is much less resistant than regular beeswax. Its only practical application is that it can be used to create genoframes, instead of corpses."
RB_Quill.label,quill,label,ThingDef/ThingDef.xml,def,quill
RB_BeeBomb.label,bee shell,label,ThingDef/ThingDef.xml,def,bee shell
GR_BeeHybrid_Bearbee.label,bearbee,label,ThingDef/ThingDef.xml,def,bearbee
GR_BeeHybrid_Bearbee.description,"A Bear / Bee hybrid. This huge bee hybrid is fiercely agressive and territorial. It will act as a very powerful attack animal with venomous attacks if properly trained.\n\nUseful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. They also have a very nasty venomous sting. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded.",description,ThingDef/ThingDef.xml,def,"A Bear / Bee hybrid. This huge bee hybrid is fiercely agressive and territorial. It will act as a very powerful attack animal with venomous attacks if properly trained.(PH_2)(PH_1)Useful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. They also have a very nasty venomous sting. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded."
GR_BeeHybrid_Bearbee.tools.1.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_BeeHybrid_Bearbee.label,bearbee,label,PawnKindDef/PawnKindDef.xml,def,bearbee
GR_BeeHybrid_Boombee.label,boombee,label,ThingDef/ThingDef.xml,def,boombee
GR_BeeHybrid_Boombee.description,"A Boomalope / Bee hybrid. This bee hybrid is covered in chemfuel pustules and it is highly unstable.\n\nUseful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The boombee injects chemfuel with its stinger, instead of venom, which is as painful as it sounds. It will also explode in a cloud of bees when it dies, which is incredibly stupid from a scientific standpoint, but it is cool, so meh. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded.",description,ThingDef/ThingDef.xml,def,"A Boomalope / Bee hybrid. This bee hybrid is covered in chemfuel pustules and it is highly unstable.(PH_2)(PH_1)Useful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The boombee injects chemfuel with its stinger, instead of venom, which is as painful as it sounds. It will also explode in a cloud of bees when it dies, which is incredibly stupid from a scientific standpoint, but it is cool, so meh. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded."
GR_BeeHybrid_Boombee.tools.1.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_BeeHybrid_Boombee.label,boombee,label,PawnKindDef/PawnKindDef.xml,def,boombee
GR_BeeHybrid_Catbee.label,catbee,label,ThingDef/ThingDef.xml,def,catbee
GR_BeeHybrid_Catbee.description,"A Cat / Bee hybrid. The agile catbee is an affectionate pet that will also sting your enemies to death.\n\nUseful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The catbee has a powerful venomous sting that makes its prey blind for a while. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded.",description,ThingDef/ThingDef.xml,def,"A Cat / Bee hybrid. The agile catbee is an affectionate pet that will also sting your enemies to death.(PH_2)(PH_1)Useful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The catbee has a powerful venomous sting that makes its prey blind for a while. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded."
GR_BeeHybrid_Catbee.tools.1.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_BeeHybrid_Catbee.label,catbee,label,PawnKindDef/PawnKindDef.xml,def,catbee
GR_BeeHybrid_Chickenbee.label,chickenbee,label,ThingDef/ThingDef.xml,def,chickenbee
GR_BeeHybrid_Chickenbee.description,"A Chicken / Bee hybrid. As it is often the case with avian hybrids, they are not very strong on their own, but when used in high enough numbers they can be a real nuisance.\n\nUseful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The chickenbee is an excellent egg layer. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded.",description,ThingDef/ThingDef.xml,def,"A Chicken / Bee hybrid. As it is often the case with avian hybrids, they are not very strong on their own, but when used in high enough numbers they can be a real nuisance.(PH_2)(PH_1)Useful abilities: All bee hybrids slowly produce their appropriate honeycombs every few days. The chickenbee is an excellent egg layer. Finally, they will ignore terrain movement costs, since they hover over the ground, except over water, where their movement is slightly impeded."
GR_BeeHybrid_Chickenbee.tools.1.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_BeeHybrid_Chickenbee.label,chickenbee,label,PawnKindDef/PawnKindDef.xml,def,chickenbee
GR_BeeHybrid_Spiderbee.label,spiderbee,label,ThingDef/ThingDef.xml,def,spiderbee
