key,text,tag,file,type,protected_text
GR_MegafaunaGenetic.label,megafauna genome,label,ThingDef/ThingDef.xml,def,megafauna genome
GR_MegafaunaGenetic.description,A payload of megafauna genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via a megafauna genome excavator from:,description,ThingDef/ThingDef.xml,def,A payload of megafauna genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via a megafauna genome excavator from:
GR_ChickenlodonEggUnfertilized.label,chickenlodon egg (unfert.),label,ThingDef/ThingDef.xml,def,chickenlodon egg (unfert.)
GR_ChickenlodonEggUnfertilized.description,"Unfertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked."
GR_ChickenlodonEggFertilized.label,chickenlodon egg (fert.),label,ThingDef/ThingDef.xml,def,chickenlodon egg (fert.)
GR_ChickenlodonEggFertilized.description,"Fertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenlodon.",description,ThingDef/ThingDef.xml,def,"Fertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenlodon."
GR_MantistanisEggUnfertilized.label,mantistanis egg (unfert.),label,ThingDef/ThingDef.xml,def,mantistanis egg (unfert.)
GR_MantistanisEggUnfertilized.description,"Unfertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked."
GR_MantistanisEggFertilized.label,mantistanis egg (fert.),label,ThingDef/ThingDef.xml,def,mantistanis egg (fert.)
GR_MantistanisEggFertilized.description,"Fertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a mantistanis.",description,ThingDef/ThingDef.xml,def,"Fertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a mantistanis."
GR_ParaMilk.label,paraceramuffalo milk,label,ThingDef/ThingDef.xml,def,paraceramuffalo milk
GR_ParaMilk.description,"Paraceramuffalo milk is rich and creamy. Probably too rich in fat, but certainly tasty.",description,ThingDef/ThingDef.xml,def,"Paraceramuffalo milk is rich and creamy. Probably too rich in fat, but certainly tasty."
GR_GreenMilk.label,green milk,label,ThingDef/ThingDef.xml,def,green milk
GR_GreenMilk.description,"This Lizardochs milk is green coloured, and quite unappetizing.",description,ThingDef/ThingDef.xml,def,"This Lizardochs milk is green coloured, and quite unappetizing."
GR_Elasmobearium.label,elasmobearium,label,ThingDef/ThingDef.xml,def,elasmobearium
GR_Elasmobearium.description,"The Elasmobearium is a hybrid of a bear and the ancient ancestor of the rhinoceros. The Elasmobearium is a pretty aggressive omnivore, using its horn to impale its victims and then mauling them with their vicious paws.\n\n<color=#E5E54C>Gameplay effect:</color> All primary bear hybrids have stun attacks. Aside from obviously being a very powerful creature, they produce a wool of excellent quality.",description,ThingDef/ThingDef.xml,def,"The Elasmobearium is a hybrid of a bear and the ancient ancestor of the rhinoceros. The Elasmobearium is a pretty aggressive omnivore, using its horn to impale its victims and then mauling them with their vicious paws.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All primary bear hybrids have stun attacks. Aside from obviously being a very powerful creature, they produce a wool of excellent quality."
GR_Elasmobearium.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_Elasmobearium.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_Elasmobearium.tools.3.label,horn,label,ThingDef/ThingDef.xml,def,horn
GR_Elasmobearium.label,elasmobearium,label,PawnKindDef/PawnKindDef.xml,def,elasmobearium
GR_Boomnotherium.label,boomnotherium,label,ThingDef/ThingDef.xml,def,boomnotherium
GR_Boomnotherium.description,"The Boomnotherium is an hybrid between a boomalope and a large prehistoric relative of modern-day elephants. In latin, boomnotherium roughly translates as ""terrible beast that will explode in your ass"".\n\nUseful abilities: Boomnotheriums produce huge amounts of chemfuel, and they are ""tanky"", able to withstand a lot of abuse before exploding.",description,ThingDef/ThingDef.xml,def,"The Boomnotherium is an hybrid between a boomalope and a large prehistoric relative of modern-day elephants. In latin, boomnotherium roughly translates as ""terrible beast that will explode in your ass"".(PH_2)(PH_1)Useful abilities: Boomnotheriums produce huge amounts of chemfuel, and they are ""tanky"", able to withstand a lot of abuse before exploding."
GR_Boomnotherium.tools.0.label,tusk,label,ThingDef/ThingDef.xml,def,tusk
GR_Boomnotherium.tools.1.label,left foot,label,ThingDef/ThingDef.xml,def,left foot
GR_Boomnotherium.tools.2.label,right foot,label,ThingDef/ThingDef.xml,def,right foot
GR_Boomnotherium.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Boomnotherium.label,boomnotherium,label,PawnKindDef/PawnKindDef.xml,def,boomnotherium
GR_Boomnotherium.lifeStages.0.label,boomnotherium calf,label,PawnKindDef/PawnKindDef.xml,def,boomnotherium calf
GR_Boomnotherium.lifeStages.0.labelPlural,boomnotherium calves,labelPlural,PawnKindDef/PawnKindDef.xml,def,boomnotherium calves
GR_Chickenlodon.label,chickenlodon,label,ThingDef/ThingDef.xml,def,chickenlodon
GR_Chickenlodon.description,"The chickenlodon is a very weird cross between one of the most fearsome predators ever existing... and a chicken. A saber-toothed chicken, if you will.",description,ThingDef/ThingDef.xml,def,"The chickenlodon is a very weird cross between one of the most fearsome predators ever existing... and a chicken. A saber-toothed chicken, if you will."
GR_Chickenlodon.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_Chickenlodon.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_Chickenlodon.label,chickenlodon,label,PawnKindDef/PawnKindDef.xml,def,chickenlodon
GR_Chickenlodon.lifeStages.0.label,chickenlodon chick,label,PawnKindDef/PawnKindDef.xml,def,chickenlodon chick
GR_Chickenlodon.lifeStages.0.labelPlural,chickenlodon chicks,labelPlural,PawnKindDef/PawnKindDef.xml,def,chickenlodon chicks
GR_Mantistanis.label,mantistanis,label,ThingDef/ThingDef.xml,def,mantistanis
GR_Mantistanis.description,"Mixing the genes of one of the biggest carnivorous birds ever existing and those of a praying mantis is either a genious idea, or anathema. The Mantistanis stalks its prey by standing incredibly still and launching itself to attack with lightning speed.\n\n<color=#E5E54C>Gameplay effect:</color> All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Slight regenerative properties.",description,ThingDef/ThingDef.xml,def,"Mixing the genes of one of the biggest carnivorous birds ever existing and those of a praying mantis is either a genious idea, or anathema. The Mantistanis stalks its prey by standing incredibly still and launching itself to attack with lightning speed.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Slight regenerative properties."
GR_Mantistanis.tools.0.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_Mantistanis.tools.1.label,mantis blades,label,ThingDef/ThingDef.xml,def,mantis blades
GR_Mantistanis.tools.2.label,mantis blades,label,ThingDef/ThingDef.xml,def,mantis blades
GR_Mantistanis.label,mantistanis,label,PawnKindDef/PawnKindDef.xml,def,mantistanis
GR_Mantistanis.labelPlural,mantistanises,labelPlural,PawnKindDef/PawnKindDef.xml,def,mantistanises
GR_Paraceramuffalo.label,paraceramuffalo,label,ThingDef/ThingDef.xml,def,paraceramuffalo
GR_Paraceramuffalo.description,"The Paraceratherium was the biggest land mammal to ever exist. When you hibridize it with a sturdy muffalo, the resulting creature is the most powerful pack animal ever created. Incredibly stubborn and bad-tempered, though.\n\n<color=#E5E54C>Gameplay effect:</color> Produces wool and milk, and acts as an incredibly strong -albeit slow- pack beast.",description,ThingDef/ThingDef.xml,def,"The Paraceratherium was the biggest land mammal to ever exist. When you hibridize it with a sturdy muffalo, the resulting creature is the most powerful pack animal ever created. Incredibly stubborn and bad-tempered, though.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) Produces wool and milk, and acts as an incredibly strong -albeit slow- pack beast."
GR_Paraceramuffalo.tools.0.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof
GR_Paraceramuffalo.tools.1.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof
GR_Paraceramuffalo.label,paraceramuffalo,label,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo
GR_Paraceramuffalo.lifeStages.0.label,paraceramuffalo calf,label,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo calf
GR_Paraceramuffalo.lifeStages.0.labelPlural,paraceramuffalo calves,labelPlural,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo calves
GR_Lizardochs.label,lizardochs,label,ThingDef/ThingDef.xml,def,lizardochs
GR_Lizardochs.description,"The lizardochs is basically a reptilian bull, an hybrid between a lizard and the ancestor of domesticated cattle. The lizardochs needs little substenance to survive, at least for a creature of its size, and can be used as a pack animal, which makes it ideal to use in caravans through warm and dry lands such as deserts.\n\n<color=#E5E54C>Gameplay effect:</color> All reptile hybrids have good temperature tolerance ranges and venomous attacks. Produces milk, and acts as a pack animal that needs little food.",description,ThingDef/ThingDef.xml,def,"The lizardochs is basically a reptilian bull, an hybrid between a lizard and the ancestor of domesticated cattle. The lizardochs needs little substenance to survive, at least for a creature of its size, and can be used as a pack animal, which makes it ideal to use in caravans through warm and dry lands such as deserts.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All reptile hybrids have good temperature tolerance ranges and venomous attacks. Produces milk, and acts as a pack animal that needs little food."
GR_Lizardochs.tools.0.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof
GR_Lizardochs.tools.1.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof
GR_Lizardochs.tools.2.label,horn,label,ThingDef/ThingDef.xml,def,horn
GR_Lizardochs.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Lizardochs.label,lizardochs,label,PawnKindDef/PawnKindDef.xml,def,lizardochs
GR_Lizardochs.labelPlural,lizardochses,labelPlural,PawnKindDef/PawnKindDef.xml,def,lizardochses
GR_Lizardochs.labelFemale,lizardochs cow,labelFemale,PawnKindDef/PawnKindDef.xml,def,lizardochs cow
GR_Lizardochs.lifeStages.0.label,lizardochs calf,label,PawnKindDef/PawnKindDef.xml,def,lizardochs calf
GR_Doedicoon.label,doedicoon,label,ThingDef/ThingDef.xml,def,doedicoon
GR_Doedicoon.description,"This armoured rodent is an hybrid of a raccoon and a Doedicurus. The Doedicoon breeds fast, and its armor can be useful in the frontlines.\n\n<color=#E5E54C>Gameplay effect:</color> All rodent hybrids have fast gestation, as long as a fertility unblocker was used when creating them in the genomorpher. Armoured rodent",description,ThingDef/ThingDef.xml,def,"This armoured rodent is an hybrid of a raccoon and a Doedicurus. The Doedicoon breeds fast, and its armor can be useful in the frontlines.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All rodent hybrids have fast gestation, as long as a fertility unblocker was used when creating them in the genomorpher. Armoured rodent"
GR_Doedicoon.tools.0.label,tail,label,ThingDef/ThingDef.xml,def,tail
GR_Doedicoon.tools.1.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_Doedicoon.tools.2.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_Doedicoon.label,doedicoon,label,PawnKindDef/PawnKindDef.xml,def,doedicoon
GR_Thrumdraeodon.label,thrumdraeodon,label,ThingDef/ThingDef.xml,def,thrumdraeodon
GR_Thrumdraeodon.description,"A huge, boar-like animal that will eat anything on its path. Thrumdraedons are cunning and resourceful.\n\n<color=#E5E54C>Gameplay effect:</color> All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Keen senses ability: Twice a day, the Thrumdraeodon can activate an ability that gives it increased awareness of its surreoundings.",description,ThingDef/ThingDef.xml,def,"A huge, boar-like animal that will eat anything on its path. Thrumdraedons are cunning and resourceful.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Keen senses ability: Twice a day, the Thrumdraeodon can activate an ability that gives it increased awareness of its surreoundings."
GR_Thrumdraeodon.tools.0.label,horn,label,ThingDef/ThingDef.xml,def,horn
GR_Thrumdraeodon.tools.1.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof
GR_Thrumdraeodon.tools.2.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof
GR_Thrumdraeodon.label,thrumdraeodon,label,PawnKindDef/PawnKindDef.xml,def,thrumdraeodon
GR_WoolyWolf.label,wooly Wolf,label,ThingDef/ThingDef.xml,def,wooly Wolf
GR_WoolyWolf.description,"Just like Wooly Mammoths and Wooly Rhinos, the Wooly Wolf is a creature perfectly adapted to cold climates. Wooly wolves are an excellent source of high quality wool, since they produce it much faster than a mammoth.\n\nUseful abilities: Fast wool production",description,ThingDef/ThingDef.xml,def,"Just like Wooly Mammoths and Wooly Rhinos, the Wooly Wolf is a creature perfectly adapted to cold climates. Wooly wolves are an excellent source of high quality wool, since they produce it much faster than a mammoth.(PH_2)(PH_1)Useful abilities: Fast wool production"
GR_WoolyWolf.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_WoolyWolf.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_WoolyWolf.tools.3.label,tusk,label,ThingDef/ThingDef.xml,def,tusk
GR_WoolyWolf.label,wooly wolf,label,PawnKindDef/PawnKindDef.xml,def,wooly wolf
GR_WoolyWolf.labelPlural,woolly wolves,labelPlural,PawnKindDef/PawnKindDef.xml,def,woolly wolves
GR_WoolyWolf.lifeStages.0.label,woolly wolf puppy,label,PawnKindDef/PawnKindDef.xml,def,woolly wolf puppy
GR_WoolyWolf.lifeStages.0.labelPlural,woolly wolf puppies,labelPlural,PawnKindDef/PawnKindDef.xml,def,woolly wolf puppies
