key,text,tag,file,type,protected_text,translated
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.6.customLabel,right kidney,customLabel,BodyDef/BodyDef.xml,def,right kidney,右肾
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.8.parts.0.parts.1.customLabel,left eye,customLabel,BodyDef/BodyDef.xml,def,left eye,左眼
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.8.parts.0.parts.2.customLabel,right eye,customLabel,BodyDef/BodyDef.xml,def,right eye,右眼
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.8.parts.0.parts.3.customLabel,left ear,customLabel,BodyDef/BodyDef.xml,def,left ear,左耳
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.8.parts.0.parts.4.customLabel,right ear,customLabel,BodyDef/BodyDef.xml,def,right ear,右耳
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.9.customLabel,front left leg,customLabel,BodyDef/BodyDef.xml,def,front left leg,左前腿
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.9.parts.0.customLabel,front left paw,customLabel,BodyDef/BodyDef.xml,def,front left paw,左前爪
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.10.customLabel,front right leg,customLabel,BodyDef/BodyDef.xml,def,front right leg,右前腿
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.10.parts.0.customLabel,front right paw,customLabel,BodyDef/BodyDef.xml,def,front right paw,右前爪
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.11.customLabel,rear left leg,customLabel,BodyDef/BodyDef.xml,def,rear left leg,左后腿
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.11.parts.0.customLabel,rear left paw,customLabel,BodyDef/BodyDef.xml,def,rear left paw,左后爪
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.12.customLabel,rear right leg,customLabel,BodyDef/BodyDef.xml,def,rear right leg,右后腿
GR_QuadrupedAnimalWithPawsAndHorn.corePart.parts.12.parts.0.customLabel,rear right paw,customLabel,BodyDef/BodyDef.xml,def,rear right paw,右后爪
GR_QuadrupedAnimalWithPawsAndTusks.label,quadruped animal,label,BodyDef/BodyDef.xml,def,quadruped animal,四足动物
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.4.customLabel,left lung,customLabel,BodyDef/BodyDef.xml,def,left lung,左肺
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.5.customLabel,right lung,customLabel,BodyDef/BodyDef.xml,def,right lung,右肺
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.6.customLabel,left kidney,customLabel,BodyDef/BodyDef.xml,def,left kidney,左肾
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.7.customLabel,right kidney,customLabel,BodyDef/BodyDef.xml,def,right kidney,右肾
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.1.customLabel,left eye,customLabel,BodyDef/BodyDef.xml,def,left eye,左眼
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.2.customLabel,right eye,customLabel,BodyDef/BodyDef.xml,def,right eye,右眼
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.3.customLabel,left ear,customLabel,BodyDef/BodyDef.xml,def,left ear,左耳
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.4.customLabel,right ear,customLabel,BodyDef/BodyDef.xml,def,right ear,右耳
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.6.parts.0.customLabel,left tusk,customLabel,BodyDef/BodyDef.xml,def,left tusk,左象牙
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.9.parts.0.parts.6.parts.1.customLabel,right tusk,customLabel,BodyDef/BodyDef.xml,def,right tusk,右牙
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.10.customLabel,front left leg,customLabel,BodyDef/BodyDef.xml,def,front left leg,左前腿
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.10.parts.0.customLabel,front left paw,customLabel,BodyDef/BodyDef.xml,def,front left paw,左前爪
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.11.customLabel,front right leg,customLabel,BodyDef/BodyDef.xml,def,front right leg,右前腿
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.11.parts.0.customLabel,front right paw,customLabel,BodyDef/BodyDef.xml,def,front right paw,右前爪
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.12.customLabel,rear left leg,customLabel,BodyDef/BodyDef.xml,def,rear left leg,左后腿
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.12.parts.0.customLabel,rear left paw,customLabel,BodyDef/BodyDef.xml,def,rear left paw,左后爪
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.13.customLabel,rear right leg,customLabel,BodyDef/BodyDef.xml,def,rear right leg,右后腿
GR_QuadrupedAnimalWithPawsAndTusks.corePart.parts.13.parts.0.customLabel,rear right paw,customLabel,BodyDef/BodyDef.xml,def,rear right paw,右后爪
GR_CraftMegafaunaGenomeExcavator.label,Craft Megafauna Genome excavator,label,RecipeDef/RecipeDef.xml,def,Craft Megafauna Genome excavator,Craft 巨型动物基因组挖掘机
GR_CraftMegafaunaGenomeExcavator.description,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Megafauna genomes.,description,RecipeDef/RecipeDef.xml,def,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Megafauna genomes.,制作基因组挖掘机，从驯服或死亡的动物中提取基因组。这台挖掘机可以提取巨型动物基因组。
GR_MegafaunaGenomeExcavator.label,megafauna genome excavator,label,ThingDef/ThingDef.xml,def,megafauna genome excavator,巨型动物基因组挖掘机
GR_MegafaunaGenomeExcavator.description,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:","一种简化的基因组提取装置，即使是最简单的暴徒也可以使用，因此它类似于反向工作的填缝枪。最好的遗传物质可以在大脑中找到，自动化的一次性设计会立即将这种物质压缩成可用的基因组。

所需的受试者需要温顺并信任打算在一个非瞬时过程中挖出他们的大脑的用户。建议对生物进行麻醉，因为它们的任何突然动作都会中断整个过程。或者，它也适用于尸体...

<color=#E5E54C>游戏效果：</color>该挖掘机可用于获取以下基因组："
GR_MegafaunaGenomeExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Use genome excavator,使用基因组挖掘机
GR_MegafaunaGenetic.label,megafauna genome,label,ThingDef/ThingDef.xml,def,megafauna genome,巨型动物基因组
GR_MegafaunaGenetic.description,A payload of megafauna genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via a megafauna genome excavator from:,description,ThingDef/ThingDef.xml,def,A payload of megafauna genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via a megafauna genome excavator from:,"巨型动物遗传物质的有效载荷。可用于基因变形器以创建杂交动物的生长细胞。该第 2 层基因组只能用作主要基因组。

<color=#E5E54C>提取：</color>可以通过巨型动物基因组挖掘机从以下位置提取："
GR_ChickenlodonEggUnfertilized.label,chickenlodon egg (unfert.),label,ThingDef/ThingDef.xml,def,chickenlodon egg (unfert.),鸡蛋（未受精）
GR_ChickenlodonEggUnfertilized.description,"Unfertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked.",未受精的小鸡蛋。它可以生吃，但煮熟后吃效果更好。
GR_ChickenlodonEggFertilized.label,chickenlodon egg (fert.),label,ThingDef/ThingDef.xml,def,chickenlodon egg (fert.),鸡蛋（已受精）
GR_ChickenlodonEggFertilized.description,"Fertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenlodon.",description,ThingDef/ThingDef.xml,def,"Fertilized chickenlodon egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickenlodon.",受精的小鸡蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利的话，它应该会孵化成一只小鸡。
GR_MantistanisEggUnfertilized.label,mantistanis egg (unfert.),label,ThingDef/ThingDef.xml,def,mantistanis egg (unfert.),螳螂卵（未受精）
GR_MantistanisEggUnfertilized.description,"Unfertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked.",未受精的螳螂卵。它可以生吃，但煮熟后吃效果更好。
GR_MantistanisEggFertilized.label,mantistanis egg (fert.),label,ThingDef/ThingDef.xml,def,mantistanis egg (fert.),螳螂蛋（受精）
GR_MantistanisEggFertilized.description,"Fertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a mantistanis.",description,ThingDef/ThingDef.xml,def,"Fertilized mantistanis egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a mantistanis.",受精的螳螂卵。它可以生吃，但煮熟后吃效果更好。如果一切顺利，它应该会孵化成螳螂。
GR_ParaMilk.label,paraceramuffalo milk,label,ThingDef/ThingDef.xml,def,paraceramuffalo milk,帕拉莫法罗牛奶
GR_ParaMilk.description,"Paraceramuffalo milk is rich and creamy. Probably too rich in fat, but certainly tasty.",description,ThingDef/ThingDef.xml,def,"Paraceramuffalo milk is rich and creamy. Probably too rich in fat, but certainly tasty.",Paraceramuffalo 牛奶味道浓郁且柔滑。可能脂肪含量太丰富，但确实很好吃。
GR_GreenMilk.label,green milk,label,ThingDef/ThingDef.xml,def,green milk,绿牛奶
GR_GreenMilk.description,"This Lizardochs milk is green coloured, and quite unappetizing.",description,ThingDef/ThingDef.xml,def,"This Lizardochs milk is green coloured, and quite unappetizing.",这种蜥蜴奶是绿色的，很倒胃口。
GR_Elasmobearium.label,elasmobearium,label,ThingDef/ThingDef.xml,def,elasmobearium,弹性熊
GR_Elasmobearium.description,"The Elasmobearium is a hybrid of a bear and the ancient ancestor of the rhinoceros. The Elasmobearium is a pretty aggressive omnivore, using its horn to impale its victims and then mauling them with their vicious paws.\n\n<color=#E5E54C>Gameplay effect:</color> All primary bear hybrids have stun attacks. Aside from obviously being a very powerful creature, they produce a wool of excellent quality.",description,ThingDef/ThingDef.xml,def,"The Elasmobearium is a hybrid of a bear and the ancient ancestor of the rhinoceros. The Elasmobearium is a pretty aggressive omnivore, using its horn to impale its victims and then mauling them with their vicious paws.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All primary bear hybrids have stun attacks. Aside from obviously being a very powerful creature, they produce a wool of excellent quality.","板熊是熊和犀牛远古祖先的杂交种。板熊是一种相当具有攻击性的杂食动物，它用角刺穿受害者，然后用恶毒的爪子猛击他们。

<color=#E5E54C>游戏效果：</color>所有初级熊混种都有眩晕攻击。除了明显是一种非常强大的生物之外，它们还生产出品质优良的羊毛。"
GR_Elasmobearium.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw,左爪
GR_Elasmobearium.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw,右爪
GR_Elasmobearium.tools.3.label,horn,label,ThingDef/ThingDef.xml,def,horn,喇叭
GR_Elasmobearium.label,elasmobearium,label,PawnKindDef/PawnKindDef.xml,def,elasmobearium,弹性熊
GR_Boomnotherium.label,boomnotherium,label,ThingDef/ThingDef.xml,def,boomnotherium,繁荣兽
GR_Boomnotherium.description,"The Boomnotherium is an hybrid between a boomalope and a large prehistoric relative of modern-day elephants. In latin, boomnotherium roughly translates as ""terrible beast that will explode in your ass"".\n\nUseful abilities: Boomnotheriums produce huge amounts of chemfuel, and they are ""tanky"", able to withstand a lot of abuse before exploding.",description,ThingDef/ThingDef.xml,def,"The Boomnotherium is an hybrid between a boomalope and a large prehistoric relative of modern-day elephants. In latin, boomnotherium roughly translates as ""terrible beast that will explode in your ass"".(PH_2)(PH_1)Useful abilities: Boomnotheriums produce huge amounts of chemfuel, and they are ""tanky"", able to withstand a lot of abuse before exploding.","爆炸象是爆炸象和现代大象的大型史前亲戚的杂交种。在拉丁语中，boomnotherium 大致翻译为“会在你的 屁股 中爆炸的可怕野兽”。(​​PH_2)
有用的能力：Boomnotherium 会产生大量的化学燃料，而且它们很“坦克”，能够在爆炸前承受大量的攻击。"
GR_Boomnotherium.tools.0.label,tusk,label,ThingDef/ThingDef.xml,def,tusk,獠牙
GR_Boomnotherium.tools.1.label,left foot,label,ThingDef/ThingDef.xml,def,left foot,左脚
GR_Boomnotherium.tools.2.label,right foot,label,ThingDef/ThingDef.xml,def,right foot,右脚
GR_Boomnotherium.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head,头
GR_Boomnotherium.label,boomnotherium,label,PawnKindDef/PawnKindDef.xml,def,boomnotherium,繁荣兽
GR_Boomnotherium.lifeStages.0.label,boomnotherium calf,label,PawnKindDef/PawnKindDef.xml,def,boomnotherium calf,繁荣兽小牛
GR_Boomnotherium.lifeStages.0.labelPlural,boomnotherium calves,labelPlural,PawnKindDef/PawnKindDef.xml,def,boomnotherium calves,猛兽幼崽
GR_Chickenlodon.label,chickenlodon,label,ThingDef/ThingDef.xml,def,chickenlodon,鸡鸭
GR_Chickenlodon.description,"The chickenlodon is a very weird cross between one of the most fearsome predators ever existing... and a chicken. A saber-toothed chicken, if you will.",description,ThingDef/ThingDef.xml,def,"The chickenlodon is a very weird cross between one of the most fearsome predators ever existing... and a chicken. A saber-toothed chicken, if you will.",鸡翅是有史以来最可怕的掠食者之一……和鸡的一种非常奇怪的杂交。剑齿鸡，如果你愿意的话。
GR_Chickenlodon.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw,左爪
GR_Chickenlodon.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw,右爪
GR_Chickenlodon.label,chickenlodon,label,PawnKindDef/PawnKindDef.xml,def,chickenlodon,鸡鸭
GR_Chickenlodon.lifeStages.0.label,chickenlodon chick,label,PawnKindDef/PawnKindDef.xml,def,chickenlodon chick,鸡 伦敦小鸡
GR_Chickenlodon.lifeStages.0.labelPlural,chickenlodon chicks,labelPlural,PawnKindDef/PawnKindDef.xml,def,chickenlodon chicks,鸡 lodon 小鸡
GR_Mantistanis.label,mantistanis,label,ThingDef/ThingDef.xml,def,mantistanis,螳螂斯坦
GR_Mantistanis.description,"Mixing the genes of one of the biggest carnivorous birds ever existing and those of a praying mantis is either a genious idea, or anathema. The Mantistanis stalks its prey by standing incredibly still and launching itself to attack with lightning speed.\n\n<color=#E5E54C>Gameplay effect:</color> All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Slight regenerative properties.",description,ThingDef/ThingDef.xml,def,"Mixing the genes of one of the biggest carnivorous birds ever existing and those of a praying mantis is either a genious idea, or anathema. The Mantistanis stalks its prey by standing incredibly still and launching itself to attack with lightning speed.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All insectoid hybrids have good armor and no toxic sensitivity, but they are always sterile and can't reproduce, even if a fertility booster is used to create them. Slight regenerative properties.","将有史以来最大的食肉鸟类之一的基因与螳螂的基因混合要么是一个天才的想法，要么是令人厌恶的。螳螂以难以置信的静止姿势跟踪猎物，并以闪电般的速度发起攻击。

<color=#E5E54C>游戏效果：</color>所有类昆虫杂种都拥有良好的装甲且没有毒性敏感性，但它们始终不育且无法繁殖，即使使用生育增强剂来创造它们也是如此。轻微的再生特性。"
GR_Mantistanis.tools.0.label,claws,label,ThingDef/ThingDef.xml,def,claws,爪子
GR_Mantistanis.tools.1.label,mantis blades,label,ThingDef/ThingDef.xml,def,mantis blades,螳螂刀
GR_Mantistanis.tools.2.label,mantis blades,label,ThingDef/ThingDef.xml,def,mantis blades,螳螂刀
GR_Mantistanis.label,mantistanis,label,PawnKindDef/PawnKindDef.xml,def,mantistanis,螳螂斯坦
GR_Mantistanis.labelPlural,mantistanises,labelPlural,PawnKindDef/PawnKindDef.xml,def,mantistanises,螳螂
GR_Paraceramuffalo.label,paraceramuffalo,label,ThingDef/ThingDef.xml,def,paraceramuffalo,帕拉塞拉穆法罗
GR_Paraceramuffalo.description,"The Paraceratherium was the biggest land mammal to ever exist. When you hibridize it with a sturdy muffalo, the resulting creature is the most powerful pack animal ever created. Incredibly stubborn and bad-tempered, though.\n\n<color=#E5E54C>Gameplay effect:</color> Produces wool and milk, and acts as an incredibly strong -albeit slow- pack beast.",description,ThingDef/ThingDef.xml,def,"The Paraceratherium was the biggest land mammal to ever exist. When you hibridize it with a sturdy muffalo, the resulting creature is the most powerful pack animal ever created. Incredibly stubborn and bad-tempered, though.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) Produces wool and milk, and acts as an incredibly strong -albeit slow- pack beast.","拟角犀是有史以来最大的陆地哺乳动物。当你将它与一头强壮的野牛杂交时，所产生的生物将成为有史以来最强大的群居动物。但极其顽固且脾气暴躁。

<color=#E5E54C>游戏效果：</color>生产羊毛和牛奶，是一种异常强大但行动缓慢的野兽。"
GR_Paraceramuffalo.tools.0.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof,左蹄
GR_Paraceramuffalo.tools.1.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof,右蹄
GR_Paraceramuffalo.label,paraceramuffalo,label,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo,帕拉塞拉穆法罗
GR_Paraceramuffalo.lifeStages.0.label,paraceramuffalo calf,label,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo calf,帕拉塞拉莫法罗小牛
GR_Paraceramuffalo.lifeStages.0.labelPlural,paraceramuffalo calves,labelPlural,PawnKindDef/PawnKindDef.xml,def,paraceramuffalo calves,帕拉塞拉莫法罗小牛
GR_Lizardochs.label,lizardochs,label,ThingDef/ThingDef.xml,def,lizardochs,蜥蜴
GR_Lizardochs.description,"The lizardochs is basically a reptilian bull, an hybrid between a lizard and the ancestor of domesticated cattle. The lizardochs needs little substenance to survive, at least for a creature of its size, and can be used as a pack animal, which makes it ideal to use in caravans through warm and dry lands such as deserts.\n\n<color=#E5E54C>Gameplay effect:</color> All reptile hybrids have good temperature tolerance ranges and venomous attacks. Produces milk, and acts as a pack animal that needs little food.",description,ThingDef/ThingDef.xml,def,"The lizardochs is basically a reptilian bull, an hybrid between a lizard and the ancestor of domesticated cattle. The lizardochs needs little substenance to survive, at least for a creature of its size, and can be used as a pack animal, which makes it ideal to use in caravans through warm and dry lands such as deserts.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All reptile hybrids have good temperature tolerance ranges and venomous attacks. Produces milk, and acts as a pack animal that needs little food.","蜥蜴基本上是一种爬行动物公牛，是蜥蜴和家养牛祖先的杂交种。蜥蜴几乎不需要食物就能生存，至少对于这种体型的生物来说是这样，并且可以作为群居动物，这使得它们非常适合在沙漠等温暖干燥的土地上使用。

<color=#E5E54C>游戏效果：</color>所有爬行动物杂交体都具有良好的温度耐受范围和有毒攻击能力。产奶，是一种需要很少食物的群居动物。"
GR_Lizardochs.tools.0.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof,左蹄
GR_Lizardochs.tools.1.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof,右蹄
GR_Lizardochs.tools.2.label,horn,label,ThingDef/ThingDef.xml,def,horn,喇叭
GR_Lizardochs.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head,头
GR_Lizardochs.label,lizardochs,label,PawnKindDef/PawnKindDef.xml,def,lizardochs,蜥蜴
GR_Lizardochs.labelPlural,lizardochses,labelPlural,PawnKindDef/PawnKindDef.xml,def,lizardochses,蜥蜴科
GR_Lizardochs.labelFemale,lizardochs cow,labelFemale,PawnKindDef/PawnKindDef.xml,def,lizardochs cow,蜥蜴牛
GR_Lizardochs.lifeStages.0.label,lizardochs calf,label,PawnKindDef/PawnKindDef.xml,def,lizardochs calf,蜥蜴小牛
GR_Doedicoon.label,doedicoon,label,ThingDef/ThingDef.xml,def,doedicoon,多伊康
GR_Doedicoon.description,"This armoured rodent is an hybrid of a raccoon and a Doedicurus. The Doedicoon breeds fast, and its armor can be useful in the frontlines.\n\n<color=#E5E54C>Gameplay effect:</color> All rodent hybrids have fast gestation, as long as a fertility unblocker was used when creating them in the genomorpher. Armoured rodent",description,ThingDef/ThingDef.xml,def,"This armoured rodent is an hybrid of a raccoon and a Doedicurus. The Doedicoon breeds fast, and its armor can be useful in the frontlines.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All rodent hybrids have fast gestation, as long as a fertility unblocker was used when creating them in the genomorpher. Armoured rodent","这种装甲啮齿动物是浣熊和雌兽的杂交种。雌兽繁殖速度很快，它的盔甲在前线很有用。

<color=#E5E54C>游戏效果：</color>所有啮齿类杂交动物的妊娠速度都很快，只要在基因变形器中创建它们时使用了生育解锁剂。装甲啮齿动物"
GR_Doedicoon.tools.0.label,tail,label,ThingDef/ThingDef.xml,def,tail,一个突出的灵活附肢，是身体的一部分，通常从躯干的后部突出。不适用于没有腿的身体。
GR_Doedicoon.tools.1.label,left claw,label,ThingDef/ThingDef.xml,def,left claw,左爪
GR_Doedicoon.tools.2.label,right claw,label,ThingDef/ThingDef.xml,def,right claw,右爪
GR_Doedicoon.label,doedicoon,label,PawnKindDef/PawnKindDef.xml,def,doedicoon,多伊康
GR_Thrumdraeodon.label,thrumdraeodon,label,ThingDef/ThingDef.xml,def,thrumdraeodon,线龙
GR_Thrumdraeodon.description,"A huge, boar-like animal that will eat anything on its path. Thrumdraedons are cunning and resourceful.\n\n<color=#E5E54C>Gameplay effect:</color> All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Keen senses ability: Twice a day, the Thrumdraeodon can activate an ability that gives it increased awareness of its surreoundings.",description,ThingDef/ThingDef.xml,def,"A huge, boar-like animal that will eat anything on its path. Thrumdraedons are cunning and resourceful.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) All colossal hybrids have very slow attacks, but hit very hard, and possess natural armor. Keen senses ability: Twice a day, the Thrumdraeodon can activate an ability that gives it increased awareness of its surreoundings.","一种像野猪一样的巨大动物，会吃掉路上的任何东西。 Thrumdraedons 狡猾且足智多谋。

<color=#E5E54C>游戏效果：</color>所有巨型混种的攻击速度都很慢，但打击非常猛烈，并拥有天生的护甲。敏锐的感知能力：雷龙每天两次可以激活一项能力，使其增强对周围环境的感知。"
GR_Thrumdraeodon.tools.0.label,horn,label,ThingDef/ThingDef.xml,def,horn,喇叭
GR_Thrumdraeodon.tools.1.label,left hoof,label,ThingDef/ThingDef.xml,def,left hoof,左蹄
GR_Thrumdraeodon.tools.2.label,right hoof,label,ThingDef/ThingDef.xml,def,right hoof,右蹄
GR_Thrumdraeodon.label,thrumdraeodon,label,PawnKindDef/PawnKindDef.xml,def,thrumdraeodon,线龙
GR_WoolyWolf.label,wooly Wolf,label,ThingDef/ThingDef.xml,def,wooly Wolf,拟人化的动物角色，具有人的个性与特点。的狼
GR_WoolyWolf.description,"Just like Wooly Mammoths and Wooly Rhinos, the Wooly Wolf is a creature perfectly adapted to cold climates. Wooly wolves are an excellent source of high quality wool, since they produce it much faster than a mammoth.\n\nUseful abilities: Fast wool production",description,ThingDef/ThingDef.xml,def,"Just like Wooly Mammoths and Wooly Rhinos, the Wooly Wolf is a creature perfectly adapted to cold climates. Wooly wolves are an excellent source of high quality wool, since they produce it much faster than a mammoth.(PH_2)(PH_1)Useful abilities: Fast wool production","就像毛猛犸象和毛犀牛一样，毛狼是一种完全适应寒冷气候的生物。毛狼是高品质羊毛的极好来源，因为它们生产羊毛的速度比猛犸象快得多。

有用的能力：快速生产羊毛"
GR_WoolyWolf.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw,左爪
GR_WoolyWolf.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw,右爪
GR_WoolyWolf.tools.3.label,tusk,label,ThingDef/ThingDef.xml,def,tusk,獠牙
GR_WoolyWolf.label,wooly wolf,label,PawnKindDef/PawnKindDef.xml,def,wooly wolf,拟人化的动物角色，具有人的个性与特点。的狼
GR_WoolyWolf.labelPlural,woolly wolves,labelPlural,PawnKindDef/PawnKindDef.xml,def,woolly wolves,拟人化的动物角色，具有人的个性与特点。的狼
GR_WoolyWolf.lifeStages.0.label,woolly wolf puppy,label,PawnKindDef/PawnKindDef.xml,def,woolly wolf puppy,拟人化的动物角色，具有人的个性与特点。的狼小狗
