key,text,tag,file,type,protected_text,translated
VGE_BipedalOther.corePart.parts.11.customLabel,right leg,customLabel,BodyDef/BodyDef.xml,def,right leg,右腿
VGE_BipedalOther.corePart.parts.11.parts.0.customLabel,right foot,customLabel,BodyDef/BodyDef.xml,def,right foot,右脚
VGE_BipedalOther.corePart.parts.12.customLabel,left shoulder,customLabel,BodyDef/BodyDef.xml,def,left shoulder,左肩
VGE_BipedalOther.corePart.parts.12.parts.0.customLabel,left arm,customLabel,BodyDef/BodyDef.xml,def,left arm,左臂
VGE_BipedalOther.corePart.parts.12.parts.0.parts.0.customLabel,left front claw,customLabel,BodyDef/BodyDef.xml,def,left front claw,左前爪
VGE_BipedalOther.corePart.parts.13.customLabel,right shoulder,customLabel,BodyDef/BodyDef.xml,def,right shoulder,右肩
VGE_BipedalOther.corePart.parts.13.parts.0.customLabel,right arm,customLabel,BodyDef/BodyDef.xml,def,right arm,右臂
VGE_BipedalOther.corePart.parts.13.parts.0.parts.0.customLabel,right front claw,customLabel,BodyDef/BodyDef.xml,def,right front claw,右前爪
VGE_Sauropod.label,sauropod,label,BodyDef/BodyDef.xml,def,sauropod,蜥脚类动物
VGE_Sauropod.corePart.parts.4.customLabel,left lung,customLabel,BodyDef/BodyDef.xml,def,left lung,左肺
VGE_Sauropod.corePart.parts.5.customLabel,right lung,customLabel,BodyDef/BodyDef.xml,def,right lung,右肺
VGE_Sauropod.corePart.parts.6.customLabel,left kidney,customLabel,BodyDef/BodyDef.xml,def,left kidney,左肾
VGE_Sauropod.corePart.parts.7.customLabel,right kidney,customLabel,BodyDef/BodyDef.xml,def,right kidney,右肾
VGE_Sauropod.corePart.parts.9.parts.0.parts.1.customLabel,left eye,customLabel,BodyDef/BodyDef.xml,def,left eye,左眼
VGE_Sauropod.corePart.parts.9.parts.0.parts.2.customLabel,right eye,customLabel,BodyDef/BodyDef.xml,def,right eye,右眼
VGE_Sauropod.corePart.parts.10.customLabel,front left leg,customLabel,BodyDef/BodyDef.xml,def,front left leg,左前腿
VGE_Sauropod.corePart.parts.10.parts.0.customLabel,front left foot,customLabel,BodyDef/BodyDef.xml,def,front left foot,左前脚
VGE_Sauropod.corePart.parts.11.customLabel,front right leg,customLabel,BodyDef/BodyDef.xml,def,front right leg,右前腿
VGE_Sauropod.corePart.parts.11.parts.0.customLabel,front right foot,customLabel,BodyDef/BodyDef.xml,def,front right foot,右前脚
VGE_Sauropod.corePart.parts.12.customLabel,rear left leg,customLabel,BodyDef/BodyDef.xml,def,rear left leg,左后腿
VGE_Sauropod.corePart.parts.12.parts.0.customLabel,rear left foot,customLabel,BodyDef/BodyDef.xml,def,rear left foot,左后脚
VGE_Sauropod.corePart.parts.13.customLabel,rear right leg,customLabel,BodyDef/BodyDef.xml,def,rear right leg,右后腿
VGE_Sauropod.corePart.parts.13.parts.0.customLabel,rear right foot,customLabel,BodyDef/BodyDef.xml,def,rear right foot,右后脚
VGE_Ceratopsid.label,ceratopsid,label,BodyDef/BodyDef.xml,def,ceratopsid,角龙
VGE_Ceratopsid.corePart.parts.4.customLabel,left lung,customLabel,BodyDef/BodyDef.xml,def,left lung,左肺
VGE_Ceratopsid.corePart.parts.5.customLabel,right lung,customLabel,BodyDef/BodyDef.xml,def,right lung,右肺
VGE_Ceratopsid.corePart.parts.6.customLabel,left kidney,customLabel,BodyDef/BodyDef.xml,def,left kidney,左肾
VGE_Ceratopsid.corePart.parts.7.customLabel,right kidney,customLabel,BodyDef/BodyDef.xml,def,right kidney,右肾
VGE_Ceratopsid.corePart.parts.9.parts.0.parts.2.customLabel,left eye,customLabel,BodyDef/BodyDef.xml,def,left eye,左眼
VGE_Ceratopsid.corePart.parts.9.parts.0.parts.3.customLabel,right eye,customLabel,BodyDef/BodyDef.xml,def,right eye,右眼
VGE_Ceratopsid.corePart.parts.9.parts.0.parts.6.customLabel,left horn,customLabel,BodyDef/BodyDef.xml,def,left horn,左喇叭
VGE_Ceratopsid.corePart.parts.9.parts.0.parts.7.customLabel,right horn,customLabel,BodyDef/BodyDef.xml,def,right horn,右角
VGE_Ceratopsid.corePart.parts.9.parts.0.parts.8.customLabel,front horn,customLabel,BodyDef/BodyDef.xml,def,front horn,前喇叭
VGE_Ceratopsid.corePart.parts.10.customLabel,front left leg,customLabel,BodyDef/BodyDef.xml,def,front left leg,左前腿
VGE_Ceratopsid.corePart.parts.10.parts.0.customLabel,front left foot,customLabel,BodyDef/BodyDef.xml,def,front left foot,左前脚
VGE_Ceratopsid.corePart.parts.11.customLabel,front right leg,customLabel,BodyDef/BodyDef.xml,def,front right leg,右前腿
VGE_Ceratopsid.corePart.parts.11.parts.0.customLabel,front right foot,customLabel,BodyDef/BodyDef.xml,def,front right foot,右前脚
VGE_Ceratopsid.corePart.parts.12.customLabel,rear left leg,customLabel,BodyDef/BodyDef.xml,def,rear left leg,左后腿
VGE_Ceratopsid.corePart.parts.12.parts.0.customLabel,rear left foot,customLabel,BodyDef/BodyDef.xml,def,rear left foot,左后脚
VGE_Ceratopsid.corePart.parts.13.customLabel,rear right leg,customLabel,BodyDef/BodyDef.xml,def,rear right leg,右后腿
VGE_Ceratopsid.corePart.parts.13.parts.0.customLabel,rear right foot,customLabel,BodyDef/BodyDef.xml,def,rear right foot,右后脚
VGE_ThyreophoraeWithSpikes.label,thyreophorae with spikes,label,BodyDef/BodyDef.xml,def,thyreophorae with spikes,有刺的甲藻
VGE_ThyreophoraeWithSpikes.corePart.parts.4.customLabel,left lung,customLabel,BodyDef/BodyDef.xml,def,left lung,左肺
VGE_ThyreophoraeWithSpikes.corePart.parts.5.customLabel,right lung,customLabel,BodyDef/BodyDef.xml,def,right lung,右肺
VGE_ThyreophoraeWithSpikes.corePart.parts.6.customLabel,left kidney,customLabel,BodyDef/BodyDef.xml,def,left kidney,左肾
VGE_ThyreophoraeWithSpikes.corePart.parts.7.customLabel,right kidney,customLabel,BodyDef/BodyDef.xml,def,right kidney,右肾
VGE_ThyreophoraeWithSpikes.corePart.parts.9.parts.0.parts.1.customLabel,left eye,customLabel,BodyDef/BodyDef.xml,def,left eye,左眼
VGE_ThyreophoraeWithSpikes.corePart.parts.9.parts.0.parts.2.customLabel,right eye,customLabel,BodyDef/BodyDef.xml,def,right eye,右眼
VGE_ThyreophoraeWithSpikes.corePart.parts.10.customLabel,front left leg,customLabel,BodyDef/BodyDef.xml,def,front left leg,左前腿
VGE_ThyreophoraeWithSpikes.corePart.parts.10.parts.0.customLabel,front left foot,customLabel,BodyDef/BodyDef.xml,def,front left foot,左前脚
VGE_ThyreophoraeWithSpikes.corePart.parts.11.customLabel,front right leg,customLabel,BodyDef/BodyDef.xml,def,front right leg,右前腿
VGE_ThyreophoraeWithSpikes.corePart.parts.11.parts.0.customLabel,front right foot,customLabel,BodyDef/BodyDef.xml,def,front right foot,右前脚
VGE_ThyreophoraeWithSpikes.corePart.parts.12.customLabel,rear left leg,customLabel,BodyDef/BodyDef.xml,def,rear left leg,左后腿
VGE_ThyreophoraeWithSpikes.corePart.parts.12.parts.0.customLabel,rear left foot,customLabel,BodyDef/BodyDef.xml,def,rear left foot,左后脚
VGE_ThyreophoraeWithSpikes.corePart.parts.13.customLabel,rear right leg,customLabel,BodyDef/BodyDef.xml,def,rear right leg,右后腿
VGE_ThyreophoraeWithSpikes.corePart.parts.13.parts.0.customLabel,rear right foot,customLabel,BodyDef/BodyDef.xml,def,rear right foot,右后脚
GR_TailAttackTool.label,tail,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,tail,一个突出的灵活附肢，是身体的一部分，通常从躯干的后部突出。不适用于没有腿的身体。
GR_ArmClawAttackTool.label,arm claws,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,arm claws,臂爪
GR_FootClawAttackTool.label,sickle claws,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,sickle claws,镰刀爪
GR_LeftLeg.label,left leg,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,left leg,左腿
GR_RightLeg.label,right leg,label,BodyPartGroupDef/BodyPartGroupDef.xml,def,right leg,右腿
GR_Crest.label,crest,label,BodyPartDef/BodyPartDef.xml,def,crest,波峰
GR_Spikes.label,spikes,label,BodyPartDef/BodyPartDef.xml,def,spikes,尖峰
GR_FootClaw.label,sickle claw,label,BodyPartDef/BodyPartDef.xml,def,sickle claw,镰刀爪
GR_FootClaw.labelShort,claw,labelShort,BodyPartDef/BodyPartDef.xml,def,claw,爪
GR_CraftDinoGenomeExcavator.label,Craft Dino Genome excavator,label,RecipeDef/RecipeDef.xml,def,Craft Dino Genome excavator,工艺恐龙基因组挖掘机
GR_CraftDinoGenomeExcavator.description,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Dinosauria and Biomes! Prehistoric genomes.,description,RecipeDef/RecipeDef.xml,def,Craft a genome excavator to extract genomes from tamed or dead animals. This excavator can extract Dinosauria and Biomes! Prehistoric genomes.,制作基因组挖掘机，从驯服或死亡的动物中提取基因组。这台挖掘机可以提取恐龙和生物群系！史前基因组。
GR_ParasaurolopeCorpseToCompressedChemfuel.label,make compressed chemfuel from a parasaurolope corpse,label,RecipeDef/RecipeDef.xml,def,make compressed chemfuel from a parasaurolope corpse,用副蜥蜴尸体制作压缩化学燃料
GR_ParasaurolopeCorpseToCompressedChemfuel.description,Make a batch of compressed chemfuel by extracting it from a parasaurolope corpse.,description,RecipeDef/RecipeDef.xml,def,Make a batch of compressed chemfuel by extracting it from a parasaurolope corpse.,从副蜥蜴尸体中提取来制造一批压缩化学燃料。
GR_ParasaurolopeCorpseToCompressedChemfuel.jobString,Refining compressed chemfuel from a parasaurolope corpse.,jobString,RecipeDef/RecipeDef.xml,def,Refining compressed chemfuel from a parasaurolope corpse.,Refining compressed chemfuel from a parasaurolope corpse.
GR_ScalyBearRug.label,scaly bear rug,label,ThingDef/ThingDef.xml,def,scaly bear rug,鳞片熊地毯
GR_ScalyBearRug.description,"Really, couldn't you decorate with vinyl decals, like a normal, non-insane person? This looks horrendous. Some of the colonists seem to like it, though..",description,ThingDef/ThingDef.xml,def,"Really, couldn't you decorate with vinyl decals, like a normal, non-insane person? This looks horrendous. Some of the colonists seem to like it, though..",真的，你不能像一个正常的、没有精神错乱的人一样用乙烯基贴花装饰吗？这看起来很可怕。不过，一些殖民者似乎很喜欢它。
GR_DinoGenomeExcavator.label,dino genome excavator,label,ThingDef/ThingDef.xml,def,dino genome excavator,恐龙基因组挖掘机
GR_DinoGenomeExcavator.description,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:","一种简化的基因组提取装置，即使是最简单的暴徒也可以使用，因此它类似于反向工作的填缝枪。最好的遗传物质可以在大脑中找到，自动化的一次性设计会立即将这种物质压缩成可用的基因组。

所需的受试者需要温顺并信任打算在一个非瞬时过程中挖出他们的大脑的用户。建议对生物进行麻醉，因为它们的任何突然动作都会中断整个过程。或者，它也适用于尸体...

<color=#E5E54C>游戏效果：</color>该挖掘机可用于获取以下基因组："
GR_DinoGenomeExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Use genome excavator,使用基因组挖掘机
GR_DinoGenetic.label,dinosaur genome,label,ThingDef/ThingDef.xml,def,dinosaur genome,恐龙基因组
GR_DinoGenetic.description,A payload of dinosaur genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via a dinosaur genome excavator from:,description,ThingDef/ThingDef.xml,def,A payload of dinosaur genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via a dinosaur genome excavator from:,"恐龙遗传物质的有效负载。可用于基因变形器以创建杂交动物的生长细胞。该第 2 层基因组只能用作主基因组。

<color=#E5E54C>提取：</color> 可以通过 恐龙 基因组挖掘机从以下位置提取："
GR_SpinobearEggUnfertilized.label,spinobear egg (unfert.),label,ThingDef/ThingDef.xml,def,spinobear egg (unfert.),棘熊蛋（未受精）
GR_SpinobearEggUnfertilized.description,"Unfertilized spinobear egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized spinobear egg. It can be eaten raw, but it's much, much better cooked.",未受精的棘熊卵。它可以生吃，但煮熟后吃效果更好。
GR_SpinobearEggFertilized.label,spinobear egg (fert.),label,ThingDef/ThingDef.xml,def,spinobear egg (fert.),棘熊蛋（受精）
GR_SpinobearEggFertilized.description,"Fertilized spinobear egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into an spinobear.",description,ThingDef/ThingDef.xml,def,"Fertilized spinobear egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into an spinobear.",受精的棘熊蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利，它应该会孵化成一只棘熊。
GR_ParasaurolopeEggUnfertilized.label,parasaurolope egg (unfert.),label,ThingDef/ThingDef.xml,def,parasaurolope egg (unfert.),副蜥蜴蛋（未受精）
GR_ParasaurolopeEggUnfertilized.description,"Unfertilized parasaurolope egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized parasaurolope egg. It can be eaten raw, but it's much, much better cooked.",未受精的副蜥蜴卵。它可以生吃，但煮熟后吃效果更好。
GR_ParasaurolopeEggFertilized.label,parasaurolope egg (fert.),label,ThingDef/ThingDef.xml,def,parasaurolope egg (fert.),副蜥蜴蛋（受精）
GR_ParasaurolopeEggFertilized.description,"Fertilized parasaurolope egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a parasaurolope.",description,ThingDef/ThingDef.xml,def,"Fertilized parasaurolope egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a parasaurolope.",受精的副蜥蜴蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利，它应该会孵化成副蜥蜴。
GR_ChickennathusEggUnfertilized.label,chickennathus egg (unfert.),label,ThingDef/ThingDef.xml,def,chickennathus egg (unfert.),鸡蛋（未受精）
GR_ChickennathusEggUnfertilized.description,"Unfertilized chickennathus egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized chickennathus egg. It can be eaten raw, but it's much, much better cooked.",未受精的鸡蛋。它可以生吃，但煮熟后吃效果更好。
GR_ChickennathusEggFertilized.label,chickennathus egg (fert.),label,ThingDef/ThingDef.xml,def,chickennathus egg (fert.),鸡纳瑟斯鸡蛋（已发酵）
GR_ChickennathusEggFertilized.description,"Fertilized chickennathus egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickennathus.",description,ThingDef/ThingDef.xml,def,"Fertilized chickennathus egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a chickennathus.",受精鸡蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利，它应该孵化成小鸡。
GR_TriceraffaloEggUnfertilized.label,triceraffalo egg (unfert.),label,ThingDef/ThingDef.xml,def,triceraffalo egg (unfert.),三角水牛蛋（未受精）
GR_TriceraffaloEggUnfertilized.description,"Unfertilized triceraffalo egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized triceraffalo egg. It can be eaten raw, but it's much, much better cooked.",未受精的三角水牛蛋。它可以生吃，但煮熟后吃效果更好。
GR_TriceraffaloEggFertilized.label,triceraffalo egg (fert.),label,ThingDef/ThingDef.xml,def,triceraffalo egg (fert.),三角水牛蛋（已受精）
GR_TriceraffaloEggFertilized.description,"Fertilized triceraffalo egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a triceraffalo.",description,ThingDef/ThingDef.xml,def,"Fertilized triceraffalo egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a triceraffalo.",受精的三角水牛蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利的话，它应该会孵化成三角牛。
GR_RaptortoiseEggUnfertilized.label,raptortoise egg (unfert.),label,ThingDef/ThingDef.xml,def,raptortoise egg (unfert.),猛禽蛋（未受精）
GR_RaptortoiseEggUnfertilized.description,"Unfertilized raptortoise egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized raptortoise egg. It can be eaten raw, but it's much, much better cooked.",未受精的猛禽蛋。它可以生吃，但煮熟后吃效果更好。
GR_RaptortoiseEggFertilized.label,raptortoise egg (fert.),label,ThingDef/ThingDef.xml,def,raptortoise egg (fert.),猛禽蛋（受精）
GR_RaptortoiseEggFertilized.description,"Fertilized raptortoise egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a raptortoise.",description,ThingDef/ThingDef.xml,def,"Fertilized raptortoise egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a raptortoise.",受精的猛禽蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利的话，它应该会孵化成猛禽。
GR_StegothrumboEggUnfertilized.label,stegothrumbo egg (unfert.),label,ThingDef/ThingDef.xml,def,stegothrumbo egg (unfert.),Stegothrumbo 蛋（未受精）
GR_StegothrumboEggUnfertilized.description,"Unfertilized stegothrumbo egg. It can be eaten raw, but it's much, much better cooked. This is insanely nutritive!",description,ThingDef/ThingDef.xml,def,"Unfertilized stegothrumbo egg. It can be eaten raw, but it's much, much better cooked. This is insanely nutritive!",未受精的 stegothrumbo 卵。它可以生吃，但煮熟后吃效果更好。这营养太丰富了！
GR_StegothrumboEggFertilized.label,stegothrumbo egg (fert.),label,ThingDef/ThingDef.xml,def,stegothrumbo egg (fert.),Stegothrumbo 蛋（已受精）
GR_StegothrumboEggFertilized.description,"Fertilized stegothrumbo egg. It can be eaten raw, but it's much, much better cooked. This is insanely nutritive! If all goes well, it should hatch into a stegothrumbo.",description,ThingDef/ThingDef.xml,def,"Fertilized stegothrumbo egg. It can be eaten raw, but it's much, much better cooked. This is insanely nutritive! If all goes well, it should hatch into a stegothrumbo.",受精的 stegothrumbo 蛋。它可以生吃，但煮熟后吃效果更好。这营养太丰富了！如果一切顺利，它应该会孵化成剑巨龙。
GR_VelociwolfEggUnfertilized.label,velociwolf egg (unfert.),label,ThingDef/ThingDef.xml,def,velociwolf egg (unfert.),速度狼蛋（未受精）
GR_VelociwolfEggUnfertilized.description,"Unfertilized velociwolf egg. It can be eaten raw, but it's much, much better cooked.",description,ThingDef/ThingDef.xml,def,"Unfertilized velociwolf egg. It can be eaten raw, but it's much, much better cooked.",未受精的速度狼卵。它可以生吃，但煮熟后吃效果更好。
GR_VelociwolfEggFertilized.label,velociwolf egg (fert.),label,ThingDef/ThingDef.xml,def,velociwolf egg (fert.),速度狼蛋（受精）
GR_VelociwolfEggFertilized.description,"Fertilized velociwolf egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a velociwolf.",description,ThingDef/ThingDef.xml,def,"Fertilized velociwolf egg. It can be eaten raw, but it's much, much better cooked. If all goes well, it should hatch into a velociwolf.",受精的速度狼蛋。它可以生吃，但煮熟后吃效果更好。如果一切顺利的话，它应该会孵化成一只速度狼。
GR_DinoMilk.label,"dino ""milk""",label,ThingDef/ThingDef.xml,def,"dino ""milk""",恐龙“牛奶”
GR_DinoMilk.description,"Triceramuffalos produce a secretion from various parts of their upper digestive tract. The resulting ""milk"" is fed to their offspring via regurgitation, and is similar to what mammals produce; it contains similar levels of fat and protein, along with carotenoids and antibodies. Now, why would anyone want to drink this? 'Cause it's the Rim, baby!",description,ThingDef/ThingDef.xml,def,"Triceramuffalos produce a secretion from various parts of their upper digestive tract. The resulting ""milk"" is fed to their offspring via regurgitation, and is similar to what mammals produce; it contains similar levels of fat and protein, along with carotenoids and antibodies. Now, why would anyone want to drink this? 'Cause it's the Rim, baby!",三角牛从其上消化道的各个部位产生分泌物。由此产生的“牛奶”通过反流喂给它们的后代，与哺乳动物产生的类似。它含有相似水平的脂肪和蛋白质，以及类胡萝卜素和抗体。现在，为什么有人想喝这个？因为这是边缘，宝贝！
GR_DinoInsectJelly.label,dino insect jelly,label,ThingDef/ThingDef.xml,def,dino insect jelly,恐龙昆虫果冻
GR_DinoInsectJelly.description,"Dinobeetles are huge beasts that produce a nutrient rich, amber-like substance. They probably would use it to build complex structures similar to bees, but they don't because... well, because they are a scientific abomination doomed from the start... Because of its unique biological properties, it can nourish almost any creature and never rots.",description,ThingDef/ThingDef.xml,def,"Dinobeetles are huge beasts that produce a nutrient rich, amber-like substance. They probably would use it to build complex structures similar to bees, but they don't because... well, because they are a scientific abomination doomed from the start... Because of its unique biological properties, it can nourish almost any creature and never rots.",恐龙甲虫是一种巨大的野兽，能产生营养丰富的琥珀状物质。他们可能会用它来建造类似于蜜蜂的复杂结构，但他们不会，因为……好吧，因为它们从一开始就是注定要腐烂的科学怪物……由于其独特的生物特性，它几乎可以滋养任何生物并且永不腐烂。
GR_ScalyBearPelt.label,scaly bear pelt,label,ThingDef/ThingDef.xml,def,scaly bear pelt,有鳞的熊毛皮
GR_ScalyBearPelt.description,This enormous bear pelt is part hair and part scales. It is probably valuable as a trade good. Or it can also be repurposed as a huge rug.,description,ThingDef/ThingDef.xml,def,This enormous bear pelt is part hair and part scales. It is probably valuable as a trade good. Or it can also be repurposed as a huge rug.,这块巨大的熊皮一半是毛发，一半是鳞片。作为贸易品，它可能很有价值。或者它也可以重新用作一张巨大的地毯。
GR_FossilChemfuel.label,fossil chemfuel,label,ThingDef/ThingDef.xml,def,fossil chemfuel,化石化学燃料
GR_FossilChemfuel.description,Deprecated. No hybrid should produce this now.,description,ThingDef/ThingDef.xml,def,Deprecated. No hybrid should produce this now.,已弃用。现在任何混合体都不应该产生这种效果。
GR_DinoFeatherWool.label,dino featherwool,label,ThingDef/ThingDef.xml,def,dino featherwool,恐龙羽毛
GR_DinoFeatherWool.description,"This seems to be an amalgamation of feathers, scales and wool, perfectly interweaved. Gives adequate defense against blunt attacks, and is quite warm.",description,ThingDef/ThingDef.xml,def,"This seems to be an amalgamation of feathers, scales and wool, perfectly interweaved. Gives adequate defense against blunt attacks, and is quite warm.",这似乎是羽毛、鳞片和羊毛的融合体，完美地交织在一起。对猛烈攻击有足够的防御力，而且相当温暖。
GR_DinoLeather.label,dinosaur leather,label,ThingDef/ThingDef.xml,def,dinosaur leather,恐龙皮革
